word	prediction	label	freq	animacy	baseform	correct
pokles	2	2	147	inan	baseform	1
pracovníci	2	2	202	anim	nonbase	1
podklady	1	2	40	inan	nonbase	0
režimu	2	2	132	inan	nonbase	1
poznatků	1	2	76	inan	nonbase	0
závazkem	1	2	10	inan	nonbase	0
dne	1	2	481	inan	nonbase	0
občanům	2	2	62	anim	nonbase	1
ha	1	2	25	inan	nonbase	0
průmyslu	1	2	229	inan	nonbase	0
nákladech	1	2	37	inan	nonbase	0
návrhy	1	2	145	inan	nonbase	0
prototypů	1	2	4	inan	nonbase	0
závazku	1	2	30	inan	nonbase	0
prospěchu	1	2	26	inan	nonbase	0
výběru	1	2	138	inan	nonbase	0
cíl	2	2	108	inan	baseform	1
adaptéru	1	2	1	inan	nonbase	0
stroje	1	2	132	inan	nonbase	0
posudky	1	2	8	inan	nonbase	0
soudruzi	2	2	20	anim	nonbase	1
uživateli	2	2	16	anim	nonbase	1
potoka	1	2	12	inan	nonbase	0
vedoucích	1	2	18	anim	nonbase	0
ředitelů	2	2	32	anim	nonbase	1
poslance	1	2	72	anim	nonbase	0
krajích	1	2	19	inan	nonbase	0
úvodem	1	2	10	inan	nonbase	0
um	2	2	6	inan	baseform	1
výbor	2	2	186	inan	baseform	1
členů	2	2	281	anim	nonbase	1
obědě	2	2	16	inan	nonbase	1
agronoma	1	2	1	anim	nonbase	0
říjen	1	2	23	inan	baseform	0
postihu	1	2	13	inan	nonbase	0
soubor	2	2	133	inan	baseform	1
přístavu	2	2	11	inan	nonbase	1
vlak	2	2	68	inan	baseform	1
ředitele	1	2	293	anim	nonbase	0
vozy	1	2	74	inan	nonbase	0
nedostatek	1	2	140	inan	baseform	0
orgánů	1	2	154	inan	nonbase	0
komunismu	2	2	56	inan	nonbase	1
názory	1	2	142	inan	nonbase	0
vojáky	2	2	54	anim	nonbase	1
organizátora	1	2	6	anim	nonbase	0
pomocníkem	2	2	7	anim	nonbase	1
výrazem	2	2	38	inan	nonbase	1
hrdinou	2	2	17	anim	nonbase	1
odborníci	2	2	115	anim	nonbase	1
telefonů	1	2	5	inan	nonbase	0
nádechu	1	2	1	inan	nonbase	0
pohyb	2	2	105	inan	baseform	1
sportů	1	2	12	inan	nonbase	0
spánku	1	2	40	inan	nonbase	0
cholesterol	2	2	3	inan	baseform	1
strach	1	2	103	inan	baseform	0
mozek	2	2	38	inan	baseform	1
věku	1	2	235	inan	nonbase	0
charakteru	1	2	98	inan	nonbase	0
rozsahem	1	2	11	inan	nonbase	0
směrem	1	2	179	inan	nonbase	0
pudr	2	2	8	inan	baseform	1
mráz	1	2	8	inan	baseform	0
póry	2	2	4	inan	nonbase	1
přípravek	2	2	5	inan	baseform	1
obkladem	1	2	3	inan	nonbase	0
příklady	1	2	56	inan	nonbase	0
projevy	1	2	76	inan	nonbase	0
muže	1	2	120	anim	nonbase	0
strupy	1	2	1	inan	nonbase	0
povrch	2	2	50	inan	baseform	1
přehled	1	2	104	inan	baseform	0
druh	2	2	129	inan	baseform	1
límec	2	2	4	inan	baseform	1
úpletů	1	2	1	inan	nonbase	0
plátku	2	2	2	inan	nonbase	1
salát	2	2	17	inan	baseform	1
nápoje	1	2	26	inan	nonbase	0
případ	2	2	249	inan	baseform	1
důvodu	1	2	130	inan	nonbase	0
příspěvků	1	2	33	inan	nonbase	0
řádků	1	2	5	inan	nonbase	0
sazeči	2	2	2	anim	nonbase	1
základů	1	2	29	inan	nonbase	0
šroubky	1	2	4	inan	nonbase	0
kroužkem	2	2	2	inan	nonbase	1
háčkem	2	2	1	inan	nonbase	1
regulátorem	2	2	3	inan	nonbase	1
budovatelů	1	2	2	anim	nonbase	0
úspěchu	1	2	86	inan	nonbase	0
zpěvu	1	2	19	inan	nonbase	0
průběh	2	2	149	inan	baseform	1
postihy	1	2	4	inan	nonbase	0
inspektoři	2	2	13	anim	nonbase	1
pacient	2	2	48	anim	baseform	1
následky	1	2	64	inan	nonbase	0
nástupem	1	2	19	inan	nonbase	0
rozdíly	1	2	144	inan	nonbase	0
pracovníkem	2	2	26	anim	nonbase	1
pracovníkovi	2	2	17	anim	nonbase	1
výdělek	2	2	25	inan	baseform	1
rozmachu	1	2	9	inan	nonbase	0
budovatel	2	2	1	anim	baseform	1
dneškem	2	2	3	inan	nonbase	1
litr	2	2	29	inan	nonbase	1
tabáku	1	2	11	inan	nonbase	0
muž	2	2	204	anim	baseform	1
příslušníkovi	2	2	1	anim	nonbase	1
autorů	2	2	78	anim	nonbase	1
rámec	1	2	44	inan	baseform	0
jednotlivcem	2	2	5	anim	nonbase	1
pohledu	1	2	107	inan	nonbase	0
vztahu	1	2	245	inan	nonbase	0
kapitálu	1	2	134	inan	nonbase	0
průzkumu	1	2	77	inan	nonbase	0
důsledku	1	2	171	inan	nonbase	0
osud	1	2	113	inan	baseform	0
předmět	2	2	52	inan	baseform	1
postupem	1	2	45	inan	nonbase	0
člověkem	2	2	31	anim	nonbase	1
ruchu	1	2	53	inan	nonbase	0
typem	2	2	25	inan	nonbase	1
závody	1	2	119	inan	nonbase	0
doklady	1	2	69	inan	nonbase	0
nápojů	1	2	32	inan	nonbase	0
příslušník	2	2	14	anim	baseform	1
vozíku	2	2	4	inan	nonbase	1
účastníkem	2	2	12	anim	nonbase	1
vozíky	1	2	5	inan	nonbase	0
účastníci	2	2	74	anim	nonbase	1
pruh	2	2	11	inan	baseform	1
proudy	1	2	24	inan	nonbase	0
rozměry	1	2	52	inan	nonbase	0
bytů	1	2	149	inan	nonbase	0
uživatel	2	2	42	anim	baseform	1
odběratel	2	2	34	anim	baseform	1
uživatelé	2	2	28	anim	nonbase	1
doplatku	1	2	1	inan	nonbase	0
dvory	1	2	3	inan	nonbase	0
přísunem	1	2	3	inan	nonbase	0
svátcích	1	2	11	inan	nonbase	0
sněhu	1	2	54	inan	nonbase	0
vchodu	1	2	22	inan	nonbase	0
objekt	2	2	64	inan	baseform	1
důvěrníka	1	2	3	anim	nonbase	0
výtahu	1	2	7	inan	nonbase	0
klíčů	1	2	12	inan	nonbase	0
zvonky	1	2	4	inan	nonbase	0
případy	1	2	119	inan	nonbase	0
stát	2	2	394	inan	baseform	1
nároků	1	2	26	inan	nonbase	0
vznik	1	2	105	inan	baseform	0
ekonoma	1	2	8	anim	nonbase	0
občany	2	2	114	anim	nonbase	1
stavy	1	2	57	inan	nonbase	0
projev	2	2	107	inan	baseform	1
kádru	2	2	21	inan	nonbase	1
soudruhem	2	2	9	anim	nonbase	1
odpisů	1	2	8	inan	nonbase	0
rozbor	1	2	48	inan	baseform	0
příkazy	1	2	5	inan	nonbase	0
limitu	1	2	18	inan	nonbase	0
učňů	2	2	25	anim	nonbase	1
nedostatků	1	2	23	inan	nonbase	0
úhrn	2	2	8	inan	baseform	1
koncem	2	2	275	inan	nonbase	1
sběračů	1	2	1	anim	nonbase	0
sběrač	2	2	1	anim	baseform	1
orgán	2	2	51	inan	baseform	1
sklady	1	2	13	inan	nonbase	0
