word	prediction	label	freq	animacy	baseform	correct
героев	2	2	28	anim	nonbase	1
родоначальником	1	2	2	anim	nonbase	0
районе	2	2	145	inan	nonbase	1
сми	2	0	88	inan	baseform	0
сценарий	1	2	51	inan	baseform	0
наводки	1	1	1	inan	nonbase	1
числа	2	0	100	inan	nonbase	0
яйца	2	0	21	inan	nonbase	0
участник	2	2	23	anim	baseform	1
течение	1	0	277	inan	baseform	0
классов	1	2	18	inan	nonbase	0
переписке	1	1	22	inan	nonbase	1
материалов	2	2	101	inan	nonbase	1
ротации	1	1	2	inan	nonbase	1
алгебры	1	1	2	inan	nonbase	1
монахов	2	2	4	anim	nonbase	1
христианизацией	1	1	1	inan	nonbase	1
гор	2	1	20	inan	nonbase	0
армию	2	1	46	inan	nonbase	0
июле	1	2	43	inan	nonbase	0
сюжет	1	2	28	inan	baseform	0
поэтики	1	1	1	inan	nonbase	1
дом	2	2	155	inan	baseform	1
марта	1	2	158	inan	nonbase	0
дат	2	1	3	inan	nonbase	0
психотерапии	1	1	2	inan	nonbase	1
минуте	1	1	8	inan	nonbase	1
корреспондент	2	2	49	anim	baseform	1
делах	1	0	28	inan	nonbase	0
культом	1	2	2	inan	nonbase	0
назначения	1	0	37	inan	nonbase	0
развитие	1	0	212	inan	baseform	0
столице	2	1	42	inan	nonbase	0
изображением	1	0	13	inan	nonbase	0
реки	1	1	118	inan	nonbase	1
монастырей	2	2	4	inan	nonbase	1
языком	1	2	41	inan	nonbase	0
татар	2	2	5	anim	nonbase	1
клавиатура	1	1	1	inan	baseform	1
гарнизон	2	2	3	inan	baseform	1
тенденцию	1	1	16	inan	nonbase	1
юности	1	1	14	inan	nonbase	1
плуги	2	1	1	inan	nonbase	0
персонаж	2	2	14	anim	baseform	1
км	2	2	156	inan	nonbase	1
причиной	1	1	68	inan	nonbase	1
комментарием	2	2	1	inan	nonbase	1
фильме	1	2	32	inan	nonbase	0
факультет	1	2	34	inan	baseform	0
угрозу	1	1	22	inan	nonbase	1
обработки	1	1	57	inan	nonbase	1
роли	1	1	75	inan	nonbase	1
папа	2	2	63	anim	baseform	1
пневмония	1	1	2	inan	baseform	1
розацеа	1	1	1	inan	baseform	1
листериоз	1	2	1	inan	baseform	0
море	2	0	130	inan	baseform	0
группами	2	1	22	inan	nonbase	0
организация	1	1	70	inan	baseform	1
общество	2	0	161	inan	baseform	0
инициативы	1	1	24	inan	nonbase	1
причастия	1	0	3	inan	nonbase	0
разграничения	1	0	3	inan	nonbase	0
данным	1	0	196	inan	nonbase	0
пива	2	0	16	inan	nonbase	0
казахов	2	2	6	anim	nonbase	1
сборную	1	1	22	inan	nonbase	1
подиум	1	2	5	inan	baseform	0
штатах	2	2	5	inan	nonbase	1
семейства	1	0	16	inan	nonbase	0
питомца	1	2	1	anim	nonbase	0
дань	2	1	6	inan	baseform	0
экземпляров	2	2	15	inan	nonbase	1
побережье	2	0	21	inan	baseform	0
километрах	2	2	27	inan	nonbase	1
архипелаг	2	2	3	inan	baseform	1
виде	2	2	190	inan	nonbase	1
прототипа	1	2	3	inan	nonbase	0
сезону	1	2	4	inan	nonbase	0
готовностью	1	1	3	inan	nonbase	1
солист	2	2	3	anim	baseform	1
стратегий	2	1	3	inan	nonbase	0
художника	2	2	25	anim	nonbase	1
умножения	1	0	2	inan	nonbase	0
численность	1	1	30	inan	baseform	1
запада	2	2	5	inan	nonbase	1
предводительством	1	0	5	inan	nonbase	0
повестки	1	1	5	inan	nonbase	1
убежище	1	0	12	inan	baseform	0
задачи	2	1	123	inan	nonbase	0
пушицы	1	1	1	inan	nonbase	1
розетке	1	1	2	inan	nonbase	1
видения	1	0	17	inan	nonbase	0
середины	1	1	29	inan	nonbase	1
выборов	1	2	118	inan	nonbase	0
доктор	2	2	61	anim	baseform	1
село	1	0	48	inan	baseform	0
серебро	1	0	8	inan	baseform	0
аспекты	2	2	13	inan	nonbase	1
скобках	2	1	2	inan	nonbase	0
профиль	2	2	13	inan	baseform	1
калибр	2	2	2	inan	baseform	1
компьютеров	2	2	32	inan	nonbase	1
желудка	2	2	7	inan	nonbase	1
затвора	1	2	3	inan	nonbase	0
плавание	1	0	15	inan	baseform	0
лидеров	2	2	50	anim	nonbase	1
истории	1	1	310	inan	nonbase	1
дочь	1	1	33	anim	baseform	1
би́тва	1	1	1	inan	nonbase	1
иеромонах	2	2	2	anim	baseform	1
образованию	1	0	35	inan	nonbase	0
возвращении	1	0	18	inan	nonbase	0
регион	2	2	24	inan	baseform	1
заведениями	1	0	2	inan	nonbase	0
игры	1	1	136	inan	nonbase	1
чемпионата	1	2	60	inan	nonbase	0
уровнем	1	2	46	inan	nonbase	0
звезды	1	1	34	inan	nonbase	1
танго	1	0	4	inan	baseform	0
прокатом	1	2	2	inan	nonbase	0
полосами	2	1	4	inan	nonbase	0
толщиной	1	1	8	inan	nonbase	1
страницах	2	1	15	inan	nonbase	0
октябрь	1	2	8	inan	baseform	0
районах	2	2	55	inan	nonbase	1
соперников	2	2	10	anim	nonbase	1
джентльмен	2	2	1	anim	baseform	1
сердце	2	0	70	inan	baseform	0
участником	2	2	16	anim	nonbase	1
система	1	1	273	inan	baseform	1
любовь	1	1	60	inan	baseform	1
окраине	1	1	10	inan	nonbase	1
детей	2	2	241	anim	nonbase	1
станциями	1	1	7	inan	nonbase	1
метров	1	2	118	inan	nonbase	0
уставу	1	2	5	inan	nonbase	0
примеру	1	2	129	inan	nonbase	0
египтологи	2	2	5	anim	nonbase	1
операции	2	1	111	inan	nonbase	0
батальона	1	2	9	inan	nonbase	0
изображение	1	0	55	inan	baseform	0
рабочих	1	2	51	anim	nonbase	0
экономику	2	1	76	inan	nonbase	0
пользователя	1	2	8	anim	nonbase	0
проспектами	1	2	3	inan	nonbase	0
принятии	1	0	17	inan	nonbase	0
разработчики	2	2	30	anim	nonbase	1
нахождения	1	0	5	inan	nonbase	0
рессорах	2	1	1	inan	nonbase	0
переносов	2	2	2	inan	nonbase	1
лампах	2	1	1	inan	nonbase	0
останки	1	2	9	inan	baseform	0
долине	1	1	10	inan	nonbase	1
дома	1	2	170	inan	nonbase	0
музыканты	2	2	4	anim	nonbase	1
выхода	1	2	54	inan	nonbase	0
процессоров	1	2	5	inan	nonbase	0
паук	2	2	2	anim	baseform	1
роскоши	1	1	21	inan	nonbase	1
супергероев	2	2	1	anim	nonbase	1
стратовулкан	1	2	1	inan	baseform	0
рабы	2	2	4	anim	nonbase	1
мониторов	2	2	1	anim	nonbase	1
истребительница	1	1	1	anim	baseform	1
созданию	2	0	49	inan	nonbase	0
снайперов	2	2	3	anim	nonbase	1
диктатура	1	1	12	inan	baseform	1
инфекций	1	1	4	inan	nonbase	1
катехоламинов	2	2	2	inan	nonbase	1
идеи	2	1	126	inan	nonbase	0
трети	2	1	35	inan	nonbase	0
ситуация	1	1	199	inan	baseform	1
руководством	1	0	68	inan	nonbase	0
посадкой	1	1	9	inan	nonbase	1
мидрашах	1	2	1	inan	nonbase	0
специалисты	2	2	118	anim	nonbase	1
династии	1	1	20	inan	nonbase	1
рабочий	2	2	4	anim	baseform	1
угол	2	2	23	inan	baseform	1
протоке	2	1	1	inan	nonbase	0
механизацию	1	1	1	inan	nonbase	1
победа	1	1	37	inan	baseform	1
дочерей	1	1	7	anim	nonbase	1
словарь	2	2	8	inan	baseform	1
байдарках	2	1	1	inan	nonbase	0
успех	1	2	59	inan	baseform	0
автор	2	2	79	anim	baseform	1
точек	1	1	24	inan	nonbase	1
учреждения	2	0	32	inan	nonbase	0
металлург	2	2	1	anim	baseform	1
сбора	1	2	21	inan	nonbase	0
кузовов	2	2	1	inan	nonbase	1
помощника	1	2	15	anim	nonbase	0
разработкой	1	1	20	inan	nonbase	1
нападающего	1	2	3	anim	nonbase	0
элементы	2	2	49	inan	nonbase	1
периоду	1	2	13	inan	nonbase	0
тесты	1	2	16	inan	nonbase	0
кб	2	0	2	inan	baseform	0
постпетиолюса	1	2	2	inan	nonbase	0
класса	2	2	89	inan	nonbase	1
малышка	1	1	3	anim	baseform	1
признак	2	2	18	inan	baseform	1
франков	2	2	6	inan	nonbase	1
плод	2	2	6	inan	baseform	1
лагерь	2	2	15	inan	baseform	1
восстания	1	0	16	inan	nonbase	0
среду	2	1	92	inan	nonbase	0
конце	1	2	280	inan	nonbase	0
организатором	1	2	3	anim	nonbase	0
земствами	1	0	2	inan	nonbase	0
особенностях	1	1	8	inan	nonbase	1
баро́н	2	2	1	anim	nonbase	1
произведений	2	0	16	inan	nonbase	0
облегчения	1	0	10	inan	nonbase	0
наименование	1	0	6	inan	baseform	0
президентах	1	2	1	anim	nonbase	0
мл	1	2	18	inan	nonbase	0
словосочетания	2	0	1	inan	nonbase	0
открытия	1	0	56	inan	nonbase	0
главой	1	1	26	anim	nonbase	1
рублей	2	2	274	inan	nonbase	1
освещении	1	0	4	inan	nonbase	0
существовании	1	0	17	inan	nonbase	0
охвате	2	2	1	inan	nonbase	1
инфраструктуры	1	1	20	inan	nonbase	1
