word	prediction	label	freq	animacy	baseform	correct
generálov	2	2	1	anim	nonbase	1
spisy	1	2	4	inan	nonbase	0
lístkami	2	2	3	inan	nonbase	1
biznisu	2	2	1	inan	nonbase	1
oponentom	2	2	1	anim	nonbase	1
vienka	1	2	1	inan	nonbase	0
zámermi	1	2	1	inan	nonbase	0
predmetom	1	2	8	inan	nonbase	0
prorok	2	2	5	anim	baseform	1
proroci	2	2	2	anim	nonbase	1
janičiari	2	2	3	anim	nonbase	1
novembra	2	2	6	inan	nonbase	1
osud	1	2	6	inan	baseform	0
miestodržiteľom	1	2	3	anim	nonbase	0
marci	0	2	4	inan	nonbase	0
povstalcom	2	2	1	anim	nonbase	1
práporu	2	2	1	inan	nonbase	1
zvyky	1	2	2	inan	nonbase	0
fez	2	2	2	inan	baseform	1
júna	2	2	5	inan	nonbase	1
rádov	2	2	1	inan	nonbase	1
štátom	2	2	1	inan	nonbase	1
nástupcom	2	2	2	anim	nonbase	1
študentom	2	2	2	anim	nonbase	1
mája	2	2	12	inan	nonbase	1
johanitov	2	2	1	anim	nonbase	1
vrchol	2	2	7	inan	baseform	1
tajomník	2	2	2	anim	baseform	1
exarchu	2	2	1	anim	nonbase	1
boji	1	2	6	inan	nonbase	0
zákaz	1	2	2	inan	baseform	0
autora	2	2	2	anim	nonbase	1
prelete	0	2	1	inan	nonbase	0
sled	1	2	1	inan	baseform	0
lesy	0	2	1	inan	nonbase	0
pápež	2	2	12	anim	baseform	1
sneme	2	2	1	inan	nonbase	1
komunizmom	2	2	1	inan	nonbase	1
iniciátorom	1	2	1	anim	nonbase	0
dneška	1	2	1	inan	nonbase	0
príbeh	1	2	6	inan	baseform	0
jazykoch	2	2	1	inan	nonbase	1
začiatku	2	2	24	inan	nonbase	1
dopad	2	2	6	inan	baseform	1
plyn	2	2	2	inan	baseform	1
vesmíre	1	2	3	inan	nonbase	0
nepriateľovi	2	2	2	anim	nonbase	1
cieľ	2	2	4	inan	baseform	1
následok	0	2	1	inan	baseform	0
cherubov	1	2	2	anim	nonbase	0
cherubovia	1	2	1	anim	nonbase	0
konštruktér	2	2	1	anim	baseform	1
nepriateľ	2	2	3	anim	baseform	1
zenbudhizmus	2	2	1	inan	baseform	1
básnikov	2	2	1	anim	nonbase	1
súd	2	2	3	inan	baseform	1
monoskop	2	2	1	inan	baseform	1
zmätky	1	2	1	inan	nonbase	0
náčelníka	2	2	1	anim	nonbase	1
eposu	2	2	3	inan	nonbase	1
vynálezcu	2	2	1	anim	nonbase	1
koncu	2	2	6	inan	nonbase	1
kľud	2	2	1	inan	baseform	1
maratón	2	2	2	inan	baseform	1
dej	1	2	4	inan	baseform	0
roztoku	2	2	3	inan	nonbase	1
právnik	2	2	2	anim	baseform	1
zostupe	2	2	1	inan	nonbase	1
astronauti	2	2	1	anim	nonbase	1
žobrákom	2	2	1	anim	nonbase	1
osvietencov	2	2	1	anim	nonbase	1
pietizmu	0	2	1	inan	nonbase	0
hrdinom	2	2	3	anim	nonbase	1
viceprezidenta	2	2	1	anim	nonbase	1
pilot	2	2	1	anim	baseform	1
reverendom	1	2	1	anim	nonbase	0
zisky	2	2	1	inan	nonbase	1
útokoch	2	2	5	inan	nonbase	1
výskumom	0	2	1	inan	nonbase	0
potraty	1	2	1	inan	nonbase	0
príspevky	2	2	2	inan	nonbase	1
prehľad	1	2	5	inan	baseform	0
útokom	2	2	1	inan	nonbase	1
priestorov	2	2	1	inan	nonbase	1
záveru	2	2	3	inan	nonbase	1
server	2	2	1	inan	baseform	1
terorizmu	2	2	2	inan	nonbase	1
teroru	2	2	3	inan	nonbase	1
mesiacmi	0	2	2	inan	nonbase	0
neutrónov	2	2	1	inan	nonbase	1
nárastu	1	2	1	inan	nonbase	0
