word	prediction	label	freq	animacy	baseform	correct
pokles	3	2	147	inan	baseform	0
pracovníci	3	2	202	anim	nonbase	0
podklady	3	2	40	inan	nonbase	0
režimu	3	2	132	inan	nonbase	0
poznatků	0	2	76	inan	nonbase	0
závazkem	0	2	10	inan	nonbase	0
dne	3	2	481	inan	nonbase	0
občanům	3	2	62	anim	nonbase	0
ha	3	2	25	inan	nonbase	0
průmyslu	3	2	229	inan	nonbase	0
nákladech	3	2	37	inan	nonbase	0
návrhy	3	2	145	inan	nonbase	0
prototypů	0	2	4	inan	nonbase	0
závazku	3	2	30	inan	nonbase	0
prospěchu	0	2	26	inan	nonbase	0
výběru	3	2	138	inan	nonbase	0
cíl	0	2	108	inan	baseform	0
adaptéru	3	2	1	inan	nonbase	0
stroje	0	2	132	inan	nonbase	0
posudky	0	2	8	inan	nonbase	0
soudruzi	3	2	20	anim	nonbase	0
uživateli	3	2	16	anim	nonbase	0
potoka	3	2	12	inan	nonbase	0
vedoucích	3	2	18	anim	nonbase	0
ředitelů	3	2	32	anim	nonbase	0
poslance	3	2	72	anim	nonbase	0
krajích	3	2	19	inan	nonbase	0
úvodem	0	2	10	inan	nonbase	0
um	0	2	6	inan	baseform	0
výbor	3	2	186	inan	baseform	0
členů	0	2	281	anim	nonbase	0
obědě	3	2	16	inan	nonbase	0
agronoma	3	2	1	anim	nonbase	0
říjen	3	2	23	inan	baseform	0
postihu	0	2	13	inan	nonbase	0
soubor	3	2	133	inan	baseform	0
přístavu	3	2	11	inan	nonbase	0
vlak	3	2	68	inan	baseform	0
ředitele	3	2	293	anim	nonbase	0
vozy	3	2	74	inan	nonbase	0
nedostatek	3	2	140	inan	baseform	0
orgánů	0	2	154	inan	nonbase	0
komunismu	3	2	56	inan	nonbase	0
názory	3	2	142	inan	nonbase	0
vojáky	3	2	54	anim	nonbase	0
organizátora	3	2	6	anim	nonbase	0
pomocníkem	3	2	7	anim	nonbase	0
výrazem	0	2	38	inan	nonbase	0
hrdinou	0	2	17	anim	nonbase	0
odborníci	3	2	115	anim	nonbase	0
telefonů	3	2	5	inan	nonbase	0
nádechu	3	2	1	inan	nonbase	0
pohyb	3	2	105	inan	baseform	0
sportů	3	2	12	inan	nonbase	0
spánku	3	2	40	inan	nonbase	0
cholesterol	3	2	3	inan	baseform	0
strach	3	2	103	inan	baseform	0
mozek	3	2	38	inan	baseform	0
věku	3	2	235	inan	nonbase	0
charakteru	3	2	98	inan	nonbase	0
rozsahem	3	2	11	inan	nonbase	0
směrem	3	2	179	inan	nonbase	0
pudr	0	2	8	inan	baseform	0
mráz	3	2	8	inan	baseform	0
póry	3	2	4	inan	nonbase	0
přípravek	3	2	5	inan	baseform	0
obkladem	0	2	3	inan	nonbase	0
příklady	3	2	56	inan	nonbase	0
projevy	3	2	76	inan	nonbase	0
muže	3	2	120	anim	nonbase	0
strupy	0	2	1	inan	nonbase	0
povrch	3	2	50	inan	baseform	0
přehled	3	2	104	inan	baseform	0
druh	3	2	129	inan	baseform	0
límec	3	2	4	inan	baseform	0
úpletů	3	2	1	inan	nonbase	0
plátku	3	2	2	inan	nonbase	0
salát	3	2	17	inan	baseform	0
nápoje	3	2	26	inan	nonbase	0
případ	3	2	249	inan	baseform	0
důvodu	3	2	130	inan	nonbase	0
příspěvků	3	2	33	inan	nonbase	0
řádků	0	2	5	inan	nonbase	0
sazeči	3	2	2	anim	nonbase	0
základů	3	2	29	inan	nonbase	0
šroubky	3	2	4	inan	nonbase	0
kroužkem	3	2	2	inan	nonbase	0
háčkem	3	2	1	inan	nonbase	0
regulátorem	3	2	3	inan	nonbase	0
budovatelů	3	2	2	anim	nonbase	0
úspěchu	3	2	86	inan	nonbase	0
zpěvu	3	2	19	inan	nonbase	0
průběh	3	2	149	inan	baseform	0
postihy	3	2	4	inan	nonbase	0
inspektoři	3	2	13	anim	nonbase	0
pacient	3	2	48	anim	baseform	0
následky	0	2	64	inan	nonbase	0
nástupem	3	2	19	inan	nonbase	0
rozdíly	3	2	144	inan	nonbase	0
pracovníkem	3	2	26	anim	nonbase	0
pracovníkovi	3	2	17	anim	nonbase	0
výdělek	3	2	25	inan	baseform	0
rozmachu	3	2	9	inan	nonbase	0
budovatel	3	2	1	anim	baseform	0
dneškem	3	2	3	inan	nonbase	0
litr	3	2	29	inan	nonbase	0
tabáku	3	2	11	inan	nonbase	0
muž	3	2	204	anim	baseform	0
příslušníkovi	3	2	1	anim	nonbase	0
autorů	3	2	78	anim	nonbase	0
rámec	3	2	44	inan	baseform	0
jednotlivcem	3	2	5	anim	nonbase	0
pohledu	3	2	107	inan	nonbase	0
vztahu	3	2	245	inan	nonbase	0
kapitálu	3	2	134	inan	nonbase	0
průzkumu	3	2	77	inan	nonbase	0
důsledku	0	2	171	inan	nonbase	0
osud	3	2	113	inan	baseform	0
předmět	0	2	52	inan	baseform	0
postupem	0	2	45	inan	nonbase	0
člověkem	0	2	31	anim	nonbase	0
ruchu	3	2	53	inan	nonbase	0
typem	3	2	25	inan	nonbase	0
závody	0	2	119	inan	nonbase	0
doklady	3	2	69	inan	nonbase	0
nápojů	3	2	32	inan	nonbase	0
příslušník	3	2	14	anim	baseform	0
vozíku	3	2	4	inan	nonbase	0
účastníkem	3	2	12	anim	nonbase	0
vozíky	3	2	5	inan	nonbase	0
účastníci	3	2	74	anim	nonbase	0
pruh	3	2	11	inan	baseform	0
proudy	3	2	24	inan	nonbase	0
rozměry	3	2	52	inan	nonbase	0
bytů	0	2	149	inan	nonbase	0
uživatel	3	2	42	anim	baseform	0
odběratel	3	2	34	anim	baseform	0
uživatelé	3	2	28	anim	nonbase	0
doplatku	3	2	1	inan	nonbase	0
dvory	0	2	3	inan	nonbase	0
přísunem	0	2	3	inan	nonbase	0
svátcích	3	2	11	inan	nonbase	0
sněhu	3	2	54	inan	nonbase	0
vchodu	0	2	22	inan	nonbase	0
objekt	0	2	64	inan	baseform	0
důvěrníka	3	2	3	anim	nonbase	0
výtahu	3	2	7	inan	nonbase	0
klíčů	3	2	12	inan	nonbase	0
zvonky	3	2	4	inan	nonbase	0
případy	0	2	119	inan	nonbase	0
stát	3	2	394	inan	baseform	0
nároků	3	2	26	inan	nonbase	0
vznik	3	2	105	inan	baseform	0
ekonoma	3	2	8	anim	nonbase	0
občany	0	2	114	anim	nonbase	0
stavy	3	2	57	inan	nonbase	0
projev	3	2	107	inan	baseform	0
kádru	3	2	21	inan	nonbase	0
soudruhem	3	2	9	anim	nonbase	0
odpisů	3	2	8	inan	nonbase	0
rozbor	3	2	48	inan	baseform	0
příkazy	0	2	5	inan	nonbase	0
limitu	3	2	18	inan	nonbase	0
učňů	3	2	25	anim	nonbase	0
nedostatků	3	2	23	inan	nonbase	0
úhrn	3	2	8	inan	baseform	0
koncem	0	2	275	inan	nonbase	0
sběračů	3	2	1	anim	nonbase	0
sběrač	3	2	1	anim	baseform	0
orgán	3	2	51	inan	baseform	0
sklady	3	2	13	inan	nonbase	0
referátu	3	2	19	inan	nonbase	0
autobusem	3	2	12	inan	nonbase	0
diplomy	3	2	3	inan	nonbase	0
náměstka	3	2	60	anim	nonbase	0
návrháři	3	2	13	anim	nonbase	0
výtěžky	0	2	1	inan	nonbase	0
útvarů	3	2	37	inan	nonbase	0
informátorů	3	2	2	anim	nonbase	0
informatika	3	1	9	anim	baseform	0
podkladech	0	2	2	inan	nonbase	0
obory	0	2	57	inan	nonbase	0
překladu	3	2	33	inan	nonbase	0
zdaru	3	2	3	inan	nonbase	0
svazcích	3	2	6	inan	nonbase	0
vítězem	3	2	24	anim	nonbase	0
oblečky	3	2	1	inan	nonbase	0
stany	3	2	9	inan	nonbase	0
odběratelům	3	2	14	anim	nonbase	0
nákres	3	2	2	inan	baseform	0
úseky	3	2	20	inan	nonbase	0
mv	3	2	12	inan	baseform	0
tisků	0	2	2	inan	nonbase	0
mikrobus	3	2	4	inan	baseform	0
seznam	3	2	86	inan	baseform	0
topiče	3	2	1	anim	nonbase	0
květnu	3	2	68	inan	nonbase	0
června	3	2	156	inan	nonbase	0
ústavě	3	2	32	inan	nonbase	0
projekty	0	2	77	inan	nonbase	0
maják	3	2	5	inan	baseform	0
sekretariátě	3	2	7	inan	nonbase	0
listech	3	2	10	inan	nonbase	0
honoráře	3	2	12	inan	nonbase	0
tisky	3	2	5	inan	nonbase	0
cyklech	3	2	10	inan	nonbase	0
souborů	3	2	56	inan	nonbase	0
výjezdu	3	2	5	inan	nonbase	0
podpis	0	2	28	inan	baseform	0
jeřábek	3	2	1	anim	baseform	0
obvod	3	2	31	inan	baseform	0
obrys	3	2	11	inan	baseform	0
vosky	3	2	1	inan	nonbase	0
azbestem	0	2	1	inan	nonbase	0
potenciálu	3	2	14	inan	nonbase	0
spotřebiče	3	2	14	inan	nonbase	0
obalu	3	2	31	inan	nonbase	0
motorů	3	2	35	inan	nonbase	0
motory	3	2	21	inan	nonbase	0
