word	prediction	label	freq	animacy	baseform	correct
klasztorze	0	2	7	inan	nonbase	0
lekarze	2	2	43	anim	nonbase	1
czasu	1	2	161	inan	nonbase	0
profil	1	2	7	inan	baseform	0
archeolodzy	2	2	3	anim	nonbase	1
pieniądze	0	2	124	inan	nonbase	0
kierowcy	2	2	24	anim	nonbase	1
obywatele	2	2	14	anim	nonbase	1
działaczy	2	2	6	anim	nonbase	1
korespondentem	1	2	2	anim	nonbase	0
dnie	1	2	12	inan	nonbase	0
stołu	0	2	30	inan	nonbase	0
występ	0	2	10	inan	baseform	0
stanie	0	2	85	inan	nonbase	0
oddech	2	2	12	inan	baseform	1
ekspert	2	2	4	anim	baseform	1
dar	0	2	2	inan	baseform	0
areszcie	1	2	9	inan	nonbase	0
sad	0	2	5	inan	baseform	0
telefonie	1	2	6	inan	nonbase	0
aresztu	1	2	12	inan	nonbase	0
katar	2	2	6	inan	baseform	1
pośle	2	2	35	anim	nonbase	1
autobusy	1	2	3	inan	nonbase	0
architektów	2	2	4	anim	nonbase	1
taniec	2	2	7	inan	baseform	1
produkt	0	2	14	inan	baseform	0
lata	1	2	104	inan	nonbase	0
psa	2	2	32	anim	nonbase	1
przepisy	1	2	38	inan	nonbase	0
kibiców	2	2	10	anim	nonbase	1
obiedzie	2	2	13	inan	nonbase	1
sztandar	0	2	7	inan	baseform	0
środka	0	2	39	inan	nonbase	0
błyskiem	0	2	3	inan	nonbase	0
stwór	2	2	2	anim	baseform	1
szpitala	0	2	92	inan	nonbase	0
sposób	0	2	212	inan	baseform	0
ducha	2	2	15	anim	nonbase	1
plenerze	0	2	2	inan	nonbase	0
baleron	1	2	2	inan	baseform	0
strajku	1	2	4	inan	nonbase	0
urzędnikiem	2	2	2	anim	nonbase	1
przebieg	0	2	12	inan	baseform	0
alkoholu	0	2	32	inan	nonbase	0
maturzystów	1	2	2	anim	nonbase	0
śniegu	0	2	80	inan	nonbase	0
sukcesem	1	2	13	inan	nonbase	0
momencie	1	2	58	inan	nonbase	0
materiały	0	2	19	inan	nonbase	0
