word	prediction	label	freq	animacy	baseform	correct
generálov	2	2	1	anim	nonbase	1
spisy	2	2	4	inan	nonbase	1
lístkami	2	2	3	inan	nonbase	1
biznisu	1	2	1	inan	nonbase	0
oponentom	2	2	1	anim	nonbase	1
vienka	2	2	1	inan	nonbase	1
zámermi	1	2	1	inan	nonbase	0
predmetom	2	2	8	inan	nonbase	1
prorok	1	2	5	anim	baseform	0
proroci	2	2	2	anim	nonbase	1
janičiari	1	2	3	anim	nonbase	0
novembra	2	2	6	inan	nonbase	1
osud	2	2	6	inan	baseform	1
miestodržiteľom	2	2	3	anim	nonbase	1
marci	2	2	4	inan	nonbase	1
povstalcom	1	2	1	anim	nonbase	0
práporu	1	2	1	inan	nonbase	0
zvyky	2	2	2	inan	nonbase	1
fez	2	2	2	inan	baseform	1
júna	2	2	5	inan	nonbase	1
rádov	1	2	1	inan	nonbase	0
štátom	2	2	1	inan	nonbase	1
nástupcom	2	2	2	anim	nonbase	1
študentom	2	2	2	anim	nonbase	1
mája	2	2	12	inan	nonbase	1
johanitov	2	2	1	anim	nonbase	1
vrchol	2	2	7	inan	baseform	1
tajomník	2	2	2	anim	baseform	1
exarchu	1	2	1	anim	nonbase	0
boji	2	2	6	inan	nonbase	1
zákaz	1	2	2	inan	baseform	0
autora	1	2	2	anim	nonbase	0
prelete	2	2	1	inan	nonbase	1
sled	2	2	1	inan	baseform	1
lesy	0	2	1	inan	nonbase	0
pápež	1	2	12	anim	baseform	0
sneme	2	2	1	inan	nonbase	1
komunizmom	2	2	1	inan	nonbase	1
iniciátorom	2	2	1	anim	nonbase	1
dneška	2	2	1	inan	nonbase	1
príbeh	2	2	6	inan	baseform	1
jazykoch	2	2	1	inan	nonbase	1
začiatku	2	2	24	inan	nonbase	1
dopad	2	2	6	inan	baseform	1
plyn	1	2	2	inan	baseform	0
vesmíre	2	2	3	inan	nonbase	1
nepriateľovi	1	2	2	anim	nonbase	0
cieľ	2	2	4	inan	baseform	1
následok	1	2	1	inan	baseform	0
cherubov	2	2	2	anim	nonbase	1
cherubovia	2	2	1	anim	nonbase	1
konštruktér	2	2	1	anim	baseform	1
nepriateľ	2	2	3	anim	baseform	1
zenbudhizmus	2	2	1	inan	baseform	1
básnikov	2	2	1	anim	nonbase	1
súd	2	2	3	inan	baseform	1
monoskop	2	2	1	inan	baseform	1
zmätky	2	2	1	inan	nonbase	1
náčelníka	2	2	1	anim	nonbase	1
eposu	1	2	3	inan	nonbase	0
vynálezcu	2	2	1	anim	nonbase	1
koncu	1	2	6	inan	nonbase	0
kľud	2	2	1	inan	baseform	1
maratón	2	2	2	inan	baseform	1
dej	2	2	4	inan	baseform	1
roztoku	1	2	3	inan	nonbase	0
právnik	2	2	2	anim	baseform	1
zostupe	2	2	1	inan	nonbase	1
astronauti	2	2	1	anim	nonbase	1
žobrákom	2	2	1	anim	nonbase	1
osvietencov	0	2	1	anim	nonbase	0
pietizmu	2	2	1	inan	nonbase	1
hrdinom	2	2	3	anim	nonbase	1
viceprezidenta	2	2	1	anim	nonbase	1
pilot	2	2	1	anim	baseform	1
reverendom	2	2	1	anim	nonbase	1
zisky	2	2	1	inan	nonbase	1
útokoch	2	2	5	inan	nonbase	1
výskumom	1	2	1	inan	nonbase	0
potraty	1	2	1	inan	nonbase	0
príspevky	2	2	2	inan	nonbase	1
prehľad	2	2	5	inan	baseform	1
útokom	2	2	1	inan	nonbase	1
priestorov	1	2	1	inan	nonbase	0
záveru	2	2	3	inan	nonbase	1
server	2	2	1	inan	baseform	1
terorizmu	2	2	2	inan	nonbase	1
teroru	2	2	3	inan	nonbase	1
mesiacmi	2	2	2	inan	nonbase	1
neutrónov	2	2	1	inan	nonbase	1
nárastu	2	2	1	inan	nonbase	1
kanálov	2	2	2	inan	nonbase	1
druhu	2	2	5	inan	nonbase	1
gradient	2	2	1	inan	baseform	1
lúčov	2	2	1	inan	nonbase	1
rozklad	2	2	1	inan	baseform	1
vojvodcu	2	2	3	anim	nonbase	1
jazykom	2	2	3	inan	nonbase	1
odhad	2	2	1	inan	baseform	1
zvukov	1	2	2	inan	nonbase	0
predkami	2	2	2	anim	nonbase	1
lovu	1	2	1	inan	nonbase	0
bazénu	2	2	1	inan	nonbase	1
obrazu	0	2	2	inan	nonbase	0
génov	1	2	1	inan	nonbase	0
lekári	2	2	5	anim	nonbase	1
zemiakov	1	2	2	inan	nonbase	0
asteroidov	2	2	1	inan	nonbase	1
kráterov	2	2	2	inan	nonbase	1
interval	2	2	2	inan	baseform	1
prístroja	2	2	1	inan	nonbase	1
monopoly	1	2	1	inan	nonbase	0
štátmi	2	2	4	inan	nonbase	1
mier	2	2	8	inan	baseform	1
problémom	2	2	3	inan	nonbase	1
námorníkov	2	2	1	anim	nonbase	1
vpád	2	2	1	inan	baseform	1
spln	2	2	1	inan	baseform	1
sláčika	1	2	2	inan	nonbase	0
strýko	2	2	2	anim	baseform	1
typ	2	2	6	inan	baseform	1
pádu	2	2	1	inan	nonbase	1
ochrancu	1	2	1	anim	nonbase	0
kaštieli	1	2	1	inan	nonbase	0
kláštora	1	2	4	inan	nonbase	0
františkáni	1	2	1	anim	nonbase	0
druhovia	2	2	2	anim	nonbase	1
legáta	2	2	1	anim	nonbase	1
administrátora	2	2	1	anim	nonbase	1
komentátori	2	2	1	anim	nonbase	1
pozorovateľov	2	2	1	anim	nonbase	1
židom	2	2	2	anim	nonbase	1
veliteľa	2	2	3	anim	nonbase	1
prelome	2	2	1	inan	nonbase	1
med	2	2	5	inan	baseform	1
nástupom	2	2	1	inan	nonbase	1
profesormi	1	2	1	anim	nonbase	0
superkontinent	2	2	1	inan	baseform	1
programátorov	2	2	1	anim	nonbase	1
nástroj	2	2	1	inan	baseform	1
dodávateľovi	2	2	1	anim	nonbase	1
používateľov	2	2	1	anim	nonbase	1
článok	2	2	4	inan	baseform	1
hosť	2	2	2	anim	baseform	1
potok	1	2	1	inan	baseform	0
vzťahov	1	2	6	inan	nonbase	0
nosiči	2	2	1	inan	nonbase	1
úspechoch	1	2	1	inan	nonbase	0
rodov	2	2	1	inan	nonbase	1
počítačoch	2	2	1	inan	nonbase	1
stánok	2	2	1	inan	baseform	1
strede	2	2	2	inan	nonbase	1
obeh	2	2	1	inan	baseform	1
jav	2	2	1	inan	baseform	1
okamžiku	1	2	1	inan	nonbase	0
protestantov	2	2	1	anim	nonbase	1
obchodom	2	2	1	inan	nonbase	1
punc	1	2	1	inan	baseform	0
obchod	2	2	3	inan	baseform	1
scenár	2	2	4	inan	baseform	1
kostýmy	1	2	1	inan	nonbase	0
filmu	2	2	3	inan	nonbase	1
sir	2	2	1	anim	baseform	1
fanúšikov	2	2	2	anim	nonbase	1
rock	1	2	1	inan	baseform	0
