word	prediction	label	freq	animacy	baseform	correct
generálov	3	2	1	anim	nonbase	0
spisy	0	2	4	inan	nonbase	0
lístkami	0	2	3	inan	nonbase	0
biznisu	3	2	1	inan	nonbase	0
oponentom	3	2	1	anim	nonbase	0
vienka	3	2	1	inan	nonbase	0
zámermi	0	2	1	inan	nonbase	0
predmetom	0	2	8	inan	nonbase	0
prorok	3	2	5	anim	baseform	0
proroci	3	2	2	anim	nonbase	0
janičiari	3	2	3	anim	nonbase	0
novembra	0	2	6	inan	nonbase	0
osud	0	2	6	inan	baseform	0
miestodržiteľom	3	2	3	anim	nonbase	0
marci	0	2	4	inan	nonbase	0
povstalcom	3	2	1	anim	nonbase	0
práporu	3	2	1	inan	nonbase	0
zvyky	0	2	2	inan	nonbase	0
fez	3	2	2	inan	baseform	0
júna	3	2	5	inan	nonbase	0
rádov	3	2	1	inan	nonbase	0
štátom	0	2	1	inan	nonbase	0
nástupcom	3	2	2	anim	nonbase	0
študentom	3	2	2	anim	nonbase	0
mája	3	2	12	inan	nonbase	0
johanitov	3	2	1	anim	nonbase	0
vrchol	3	2	7	inan	baseform	0
tajomník	0	2	2	anim	baseform	0
exarchu	3	2	1	anim	nonbase	0
boji	3	2	6	inan	nonbase	0
zákaz	3	2	2	inan	baseform	0
autora	3	2	2	anim	nonbase	0
prelete	3	2	1	inan	nonbase	0
sled	3	2	1	inan	baseform	0
lesy	3	2	1	inan	nonbase	0
pápež	3	2	12	anim	baseform	0
sneme	3	2	1	inan	nonbase	0
komunizmom	0	2	1	inan	nonbase	0
iniciátorom	3	2	1	anim	nonbase	0
dneška	0	2	1	inan	nonbase	0
príbeh	3	2	6	inan	baseform	0
jazykoch	0	2	1	inan	nonbase	0
začiatku	0	2	24	inan	nonbase	0
dopad	0	2	6	inan	baseform	0
plyn	3	2	2	inan	baseform	0
vesmíre	3	2	3	inan	nonbase	0
nepriateľovi	3	2	2	anim	nonbase	0
cieľ	0	2	4	inan	baseform	0
následok	3	2	1	inan	baseform	0
cherubov	0	2	2	anim	nonbase	0
cherubovia	3	2	1	anim	nonbase	0
konštruktér	3	2	1	anim	baseform	0
nepriateľ	3	2	3	anim	baseform	0
zenbudhizmus	3	2	1	inan	baseform	0
básnikov	0	2	1	anim	nonbase	0
súd	3	2	3	inan	baseform	0
monoskop	0	2	1	inan	baseform	0
zmätky	3	2	1	inan	nonbase	0
náčelníka	3	2	1	anim	nonbase	0
eposu	3	2	3	inan	nonbase	0
vynálezcu	3	2	1	anim	nonbase	0
koncu	0	2	6	inan	nonbase	0
kľud	3	2	1	inan	baseform	0
maratón	3	2	2	inan	baseform	0
dej	0	2	4	inan	baseform	0
roztoku	3	2	3	inan	nonbase	0
právnik	3	2	2	anim	baseform	0
zostupe	3	2	1	inan	nonbase	0
astronauti	3	2	1	anim	nonbase	0
žobrákom	3	2	1	anim	nonbase	0
osvietencov	3	2	1	anim	nonbase	0
pietizmu	3	2	1	inan	nonbase	0
hrdinom	3	2	3	anim	nonbase	0
viceprezidenta	3	2	1	anim	nonbase	0
pilot	3	2	1	anim	baseform	0
reverendom	3	2	1	anim	nonbase	0
zisky	3	2	1	inan	nonbase	0
útokoch	0	2	5	inan	nonbase	0
výskumom	3	2	1	inan	nonbase	0
potraty	3	2	1	inan	nonbase	0
príspevky	3	2	2	inan	nonbase	0
prehľad	3	2	5	inan	baseform	0
útokom	0	2	1	inan	nonbase	0
priestorov	3	2	1	inan	nonbase	0
záveru	0	2	3	inan	nonbase	0
server	3	2	1	inan	baseform	0
terorizmu	3	2	2	inan	nonbase	0
teroru	3	2	3	inan	nonbase	0
mesiacmi	0	2	2	inan	nonbase	0
neutrónov	3	2	1	inan	nonbase	0
nárastu	3	2	1	inan	nonbase	0
kanálov	3	2	2	inan	nonbase	0
druhu	3	2	5	inan	nonbase	0
gradient	3	2	1	inan	baseform	0
lúčov	3	2	1	inan	nonbase	0
rozklad	3	2	1	inan	baseform	0
vojvodcu	3	2	3	anim	nonbase	0
jazykom	0	2	3	inan	nonbase	0
odhad	3	2	1	inan	baseform	0
zvukov	0	2	2	inan	nonbase	0
predkami	3	2	2	anim	nonbase	0
lovu	3	2	1	inan	nonbase	0
bazénu	3	2	1	inan	nonbase	0
obrazu	3	2	2	inan	nonbase	0
génov	3	2	1	inan	nonbase	0
lekári	3	2	5	anim	nonbase	0
zemiakov	0	2	2	inan	nonbase	0
asteroidov	3	2	1	inan	nonbase	0
kráterov	0	2	2	inan	nonbase	0
interval	3	2	2	inan	baseform	0
prístroja	3	2	1	inan	nonbase	0
monopoly	3	2	1	inan	nonbase	0
štátmi	0	2	4	inan	nonbase	0
mier	3	2	8	inan	baseform	0
problémom	3	2	3	inan	nonbase	0
námorníkov	0	2	1	anim	nonbase	0
vpád	0	2	1	inan	baseform	0
spln	3	2	1	inan	baseform	0
sláčika	3	2	2	inan	nonbase	0
strýko	3	2	2	anim	baseform	0
typ	3	2	6	inan	baseform	0
pádu	3	2	1	inan	nonbase	0
ochrancu	3	2	1	anim	nonbase	0
kaštieli	3	2	1	inan	nonbase	0
kláštora	3	2	4	inan	nonbase	0
františkáni	3	2	1	anim	nonbase	0
druhovia	3	2	2	anim	nonbase	0
legáta	3	2	1	anim	nonbase	0
administrátora	3	2	1	anim	nonbase	0
komentátori	3	2	1	anim	nonbase	0
pozorovateľov	3	2	1	anim	nonbase	0
židom	3	2	2	anim	nonbase	0
veliteľa	3	2	3	anim	nonbase	0
prelome	3	2	1	inan	nonbase	0
med	3	2	5	inan	baseform	0
nástupom	3	2	1	inan	nonbase	0
profesormi	0	2	1	anim	nonbase	0
superkontinent	3	2	1	inan	baseform	0
programátorov	0	2	1	anim	nonbase	0
nástroj	3	2	1	inan	baseform	0
dodávateľovi	3	2	1	anim	nonbase	0
používateľov	3	2	1	anim	nonbase	0
článok	3	2	4	inan	baseform	0
hosť	3	2	2	anim	baseform	0
potok	3	2	1	inan	baseform	0
vzťahov	3	2	6	inan	nonbase	0
nosiči	3	2	1	inan	nonbase	0
úspechoch	3	2	1	inan	nonbase	0
rodov	0	2	1	inan	nonbase	0
počítačoch	0	2	1	inan	nonbase	0
stánok	0	2	1	inan	baseform	0
strede	3	2	2	inan	nonbase	0
obeh	3	2	1	inan	baseform	0
jav	3	2	1	inan	baseform	0
okamžiku	3	2	1	inan	nonbase	0
protestantov	3	2	1	anim	nonbase	0
obchodom	3	2	1	inan	nonbase	0
punc	3	2	1	inan	baseform	0
obchod	0	2	3	inan	baseform	0
scenár	3	2	4	inan	baseform	0
kostýmy	3	2	1	inan	nonbase	0
filmu	3	2	3	inan	nonbase	0
sir	3	2	1	anim	baseform	0
fanúšikov	0	2	2	anim	nonbase	0
rock	3	2	1	inan	baseform	0
nápadov	3	2	1	inan	nonbase	0
rozmermi	3	2	1	inan	nonbase	0
rohu	3	2	2	inan	nonbase	0
názvy	0	2	2	inan	nonbase	0
bonus	3	2	1	inan	baseform	0
omyl	0	2	3	inan	baseform	0
kontexte	3	2	3	inan	nonbase	0
festivale	3	2	1	inan	nonbase	0
útok	3	2	1	inan	baseform	0
tancov	3	2	1	inan	nonbase	0
filmoch	0	2	1	inan	nonbase	0
duchu	0	2	7	inan	nonbase	0
zrak	3	2	16	inan	baseform	0
článku	3	2	1	inan	nonbase	0
fenoménom	3	2	1	inan	nonbase	0
sútoku	3	2	1	inan	nonbase	0
rokom	3	2	3	inan	nonbase	0
kosoštvorec	0	2	1	inan	baseform	0
princípe	0	2	2	inan	nonbase	0
šíp	3	2	3	inan	baseform	0
nápis	0	2	2	inan	baseform	0
riadkov	0	2	2	inan	nonbase	0
dokumentu	3	2	1	inan	nonbase	0
atribúty	3	2	2	inan	nonbase	0
duchmi	3	2	1	anim	nonbase	0
kláštoroch	3	2	3	inan	nonbase	0
bohmi	0	2	1	anim	nonbase	0
zrodu	3	2	3	inan	nonbase	0
kruhoch	3	2	1	inan	nonbase	0
úkor	3	2	1	inan	baseform	0
dualizmu	3	2	3	inan	nonbase	0
kúpeli	3	2	1	inan	nonbase	0
medveďom	3	2	1	anim	nonbase	0
nepokoj	0	2	2	inan	baseform	0
stupne	0	2	1	inan	nonbase	0
obrazov	0	2	2	inan	nonbase	0
osude	0	2	1	inan	nonbase	0
chodníky	0	2	1	inan	nonbase	0
bodov	3	2	1	inan	nonbase	0
zrakom	3	2	5	inan	nonbase	0
vlasy	3	2	11	inan	nonbase	0
autobuse	3	2	2	inan	nonbase	0
pokoj	3	2	14	inan	baseform	0
