word	prediction	label	freq	animacy	baseform	correct
klasztorze	2	2	7	inan	nonbase	1
lekarze	2	2	43	anim	nonbase	1
czasu	1	2	161	inan	nonbase	0
profil	2	2	7	inan	baseform	1
archeolodzy	2	2	3	anim	nonbase	1
pieniądze	1	2	124	inan	nonbase	0
kierowcy	2	2	24	anim	nonbase	1
obywatele	2	2	14	anim	nonbase	1
działaczy	2	2	6	anim	nonbase	1
korespondentem	2	2	2	anim	nonbase	1
dnie	1	2	12	inan	nonbase	0
stołu	1	2	30	inan	nonbase	0
występ	2	2	10	inan	baseform	1
stanie	2	2	85	inan	nonbase	1
oddech	1	2	12	inan	baseform	0
ekspert	2	2	4	anim	baseform	1
dar	2	2	2	inan	baseform	1
areszcie	2	2	9	inan	nonbase	1
sad	1	2	5	inan	baseform	0
telefonie	1	2	6	inan	nonbase	0
aresztu	2	2	12	inan	nonbase	1
katar	2	2	6	inan	baseform	1
pośle	2	2	35	anim	nonbase	1
autobusy	1	2	3	inan	nonbase	0
architektów	2	2	4	anim	nonbase	1
taniec	2	2	7	inan	baseform	1
produkt	2	2	14	inan	baseform	1
lata	1	2	104	inan	nonbase	0
psa	1	2	32	anim	nonbase	0
przepisy	1	2	38	inan	nonbase	0
kibiców	2	2	10	anim	nonbase	1
obiedzie	1	2	13	inan	nonbase	0
sztandar	2	2	7	inan	baseform	1
środka	1	2	39	inan	nonbase	0
błyskiem	2	2	3	inan	nonbase	1
stwór	2	2	2	anim	baseform	1
szpitala	2	2	92	inan	nonbase	1
sposób	2	2	212	inan	baseform	1
ducha	1	2	15	anim	nonbase	0
plenerze	2	2	2	inan	nonbase	1
baleron	2	2	2	inan	baseform	1
strajku	1	2	4	inan	nonbase	0
urzędnikiem	2	2	2	anim	nonbase	1
przebieg	1	2	12	inan	baseform	0
alkoholu	2	2	32	inan	nonbase	1
maturzystów	2	2	2	anim	nonbase	1
śniegu	1	2	80	inan	nonbase	0
sukcesem	1	2	13	inan	nonbase	0
momencie	2	2	58	inan	nonbase	1
materiały	1	2	19	inan	nonbase	0
barze	2	2	3	inan	nonbase	1
wywar	1	2	5	inan	baseform	0
spis	2	2	3	inan	baseform	1
program	2	2	75	inan	baseform	1
projekty	1	2	21	inan	nonbase	0
tekst	2	2	29	inan	baseform	1
sprawcy	2	2	10	anim	nonbase	1
inni	2	2	17	anim	nonbase	1
buduarze	1	2	2	inan	nonbase	0
kumpli	2	2	6	anim	nonbase	1
ból	1	2	21	inan	baseform	0
pokoju	1	2	95	inan	nonbase	0
niepokojem	2	2	9	inan	nonbase	1
wujku	2	2	3	anim	nonbase	1
sejm	2	2	40	inan	baseform	1
lutym	1	2	10	inan	nonbase	0
numerze	1	2	9	inan	nonbase	0
razie	1	2	96	inan	nonbase	0
wokalista	2	2	3	anim	baseform	1
koguta	1	2	4	anim	nonbase	0
sąsiedzi	2	2	12	anim	nonbase	1
zabytków	1	2	5	inan	nonbase	0
górników	2	2	7	anim	nonbase	1
obozy	2	2	5	inan	nonbase	1
bankom	2	2	3	inan	nonbase	1
raka	1	2	10	anim	nonbase	0
policzek	1	2	6	inan	baseform	0
stosie	1	2	4	inan	nonbase	0
tapczanie	1	2	8	inan	nonbase	0
wujek	2	2	2	anim	baseform	1
komputerze	2	2	5	inan	nonbase	1
opał	1	2	2	inan	baseform	0
ogrodzie	2	2	13	inan	nonbase	1
regałami	1	2	3	inan	nonbase	0
cudem	2	2	7	inan	nonbase	1
fakt	1	2	48	inan	baseform	0
środku	1	2	40	inan	nonbase	0
kształt	1	2	14	inan	baseform	0
pacjenci	2	2	9	anim	nonbase	1
końca	1	2	60	inan	nonbase	0
sukcesie	1	2	3	inan	nonbase	0
plany	1	2	25	inan	nonbase	0
facet	2	2	14	anim	baseform	1
wiceministra	1	2	6	anim	nonbase	0
języku	1	2	18	inan	nonbase	0
waleta	1	2	2	anim	nonbase	0
bohatera	2	2	4	anim	nonbase	1
tramwaju	1	2	7	inan	nonbase	0
dziedzińcu	1	2	4	inan	nonbase	0
planie	2	2	7	inan	nonbase	1
prokurator	2	2	32	anim	baseform	1
orzech	2	2	2	inan	baseform	1
kłopoty	1	2	19	inan	nonbase	0
ochroniarze	2	2	4	anim	nonbase	1
wyroby	1	2	9	inan	nonbase	0
budżecie	1	2	12	inan	nonbase	0
ojcem	2	2	12	anim	nonbase	1
radni	2	2	23	anim	nonbase	1
stolik	2	2	6	inan	baseform	1
tacie	2	2	2	anim	nonbase	1
koszmar	2	2	7	inan	baseform	1
wynik	1	2	24	inan	baseform	0
nauczyciela	1	2	11	anim	nonbase	0
urzędnik	2	2	9	anim	baseform	1
włosów	1	2	6	inan	nonbase	0
sezon	1	2	6	inan	baseform	0
programie	2	2	31	inan	nonbase	1
samochodzie	1	2	20	inan	nonbase	0
targu	1	2	9	inan	nonbase	0
wielbłądy	2	2	3	anim	nonbase	1
eksperci	2	2	14	anim	nonbase	1
balkonów	1	2	3	inan	nonbase	0
boju	1	2	4	inan	nonbase	0
rolnik	2	2	8	anim	baseform	1
koce	1	2	3	inan	nonbase	0
kieliszki	1	2	4	inan	nonbase	0
abonament	2	2	4	inan	baseform	1
dworze	1	2	13	inan	nonbase	0
bombowiec	2	2	2	inan	baseform	1
kraj	2	2	23	inan	baseform	1
humor	1	2	3	inan	baseform	0
niedosyt	1	2	2	inan	baseform	0
ogierów	2	2	2	anim	nonbase	1
pracownikiem	2	2	2	anim	nonbase	1
krytycy	2	2	6	anim	nonbase	1
młodych	1	0	4	anim	nonbase	0
argument	2	2	7	inan	baseform	1
dniem	2	2	21	inan	nonbase	1
dzikiem	2	2	2	anim	nonbase	1
gangstera	1	2	3	anim	nonbase	0
koncertach	1	2	4	inan	nonbase	0
ośrodek	2	2	16	inan	baseform	1
nieletni	2	2	4	anim	baseform	1
aparatem	2	2	14	inan	nonbase	1
arcybiskupa	1	2	2	anim	nonbase	0
burmistrz	2	2	28	anim	baseform	1
wykładowca	2	2	2	anim	baseform	1
komuniści	2	2	5	anim	nonbase	1
panem	2	2	13	anim	nonbase	1
ton	2	1	24	inan	nonbase	0
dekalog	2	2	3	inan	baseform	1
finału	2	2	7	inan	nonbase	1
dziesiętnika	1	2	2	anim	nonbase	0
przeciwnika	1	2	7	anim	nonbase	0
czynnik	2	2	6	inan	baseform	1
ghule	1	2	3	anim	nonbase	0
przełożonych	1	2	6	anim	nonbase	0
banków	2	2	14	inan	nonbase	1
sukcesy	1	2	9	inan	nonbase	0
wierzącego	2	2	2	anim	nonbase	1
domku	2	2	9	inan	nonbase	1
grzechu	1	2	4	inan	nonbase	0
rodzaju	1	2	38	inan	nonbase	0
księża	2	2	4	anim	nonbase	1
kilometrów	1	2	17	inan	nonbase	0
układu	1	2	18	inan	nonbase	0
kwartał	2	2	4	inan	baseform	1
dowcip	2	2	6	inan	baseform	1
podziału	1	2	8	inan	nonbase	0
etacie	2	2	2	inan	nonbase	1
soki	1	2	2	inan	nonbase	0
dziadka	1	2	9	anim	nonbase	0
samoloty	1	2	8	inan	nonbase	0
parkiecie	1	2	13	inan	nonbase	0
filmowi	2	2	3	inan	nonbase	1
komisarzu	2	2	3	anim	nonbase	1
złotego	1	2	3	anim	nonbase	0
federaliści	2	2	2	anim	nonbase	1
frajer	2	2	3	anim	baseform	1
front	2	2	4	inan	baseform	1
dzwonek	1	2	4	inan	baseform	0
upał	2	2	3	inan	baseform	1
przyjacielem	2	2	13	anim	nonbase	1
geje	2	2	3	anim	nonbase	1
towarzysz	2	2	6	anim	baseform	1
majster	2	2	3	anim	baseform	1
metalurg	2	2	2	anim	baseform	1
rządem	1	2	12	inan	nonbase	0
włos	1	2	2	inan	baseform	0
komunizmem	2	2	2	inan	nonbase	1
butiku	1	2	2	inan	nonbase	0
karnawał	1	2	2	inan	baseform	0
prysznic	1	2	5	inan	baseform	0
facetem	2	2	7	anim	nonbase	1
entuzjazmem	2	2	5	inan	nonbase	1
użytkownika	1	2	6	anim	nonbase	0
próg	2	2	9	inan	baseform	1
wzrost	1	2	28	inan	baseform	0
metr	2	2	6	inan	baseform	1
fundament	1	2	2	inan	baseform	0
namiotach	2	2	2	inan	nonbase	1
jeńcy	2	2	2	anim	nonbase	1
punkt	2	2	17	inan	baseform	1
strych	1	2	4	inan	baseform	0
synów	2	2	15	anim	nonbase	1
blokami	2	2	2	inan	nonbase	1
katolików	2	2	3	anim	nonbase	1
sezonie	1	2	10	inan	nonbase	0
słuchacze	2	2	3	anim	nonbase	1
spokoju	1	2	16	inan	nonbase	0
egzaminem	2	2	3	inan	nonbase	1
papier	2	2	17	inan	baseform	1
wyborców	2	2	12	anim	nonbase	1
majątki	1	2	2	inan	nonbase	0
łyków	1	2	2	inan	nonbase	0
kluczyk	2	2	3	inan	baseform	1
obszar	1	2	16	inan	baseform	0
łuki	1	2	3	inan	nonbase	0
parlamentarzystów	1	2	4	anim	nonbase	0
mostek	2	2	6	inan	baseform	1
motywy	1	2	5	inan	nonbase	0
medale	1	2	6	inan	nonbase	0
licznik	2	2	5	inan	baseform	1
scenariuszy	1	2	3	inan	nonbase	0
pulpicie	1	2	3	inan	nonbase	0
prymas	2	2	4	anim	baseform	1
butach	2	2	11	inan	nonbase	1
koniak	2	2	6	inan	baseform	1
kawalerem	2	2	3	anim	nonbase	1
napisy	1	2	7	inan	nonbase	0
przełomie	1	2	4	inan	nonbase	0
torze	2	2	18	inan	nonbase	1
generała	2	2	13	anim	nonbase	1
młynek	2	2	3	inan	baseform	1
