word	prediction	label
motivo	2	2
spia	2	1
tramonto	2	2
materiale	2	2
chiesa	1	1
platee	2	1
parte	1	1
vacanze	1	1
tentennamenti	1	2
lenti	1	1
invidia	2	1
forma	1	1
telespettatore	2	2
dimissioni	1	1
ricchezza	1	1
escursionisti	2	2
accuse	2	1
giustizia	2	1
festival	2	2
delitti	2	2
ora	1	1
fatto	2	2
contemplazione	1	1
tornanti	2	2
sicurezza	1	1
nozze	1	1
stimolo	2	2
ritorno	2	2
pozzetto	2	2
vacanza	1	1
bambini	2	2
bar	2	2
secoli	2	2
miliardi	2	2
ceramica	1	1
colonne	1	1
vetri	2	2
frammenti	2	2
colore	2	2
zone	1	1
grassi	2	2
spina	1	1
crine	1	2
linea	1	1
frontiera	1	1
inchiostro	2	2
quadricromia	2	1
chili	2	2
lettere	2	1
lettera	2	1
buoni	2	2
origini	1	1
categorie	1	1
esalazioni	2	1
comprensorio	1	2
fusto	1	2
industrie	1	1
utilità	1	1
comune	1	2
regolamento	2	2
istituto	1	2
rinunzia	2	1
servitù	1	1
danno	2	2
laghi	2	2
dubbio	2	2
turni	2	2
deposito	2	2
disposizioni	1	1
motivi	2	2
gioventù	2	1
elettori	2	2
organizzazione	1	1
controversie	1	1
specifiche	2	1
membri	2	2
euro	1	2
funerali	2	2
costa	1	1
barche	1	1
risparmiatori	2	2
tutela	1	1
sigarette	2	1
summit	2	2
trasporto	2	2
pericolo	1	2
ambasciata	2	1
gestori	2	2
manifestazione	2	1
risultato	2	2
offerta	2	1
servizio	2	2
isola	2	1
girandola	1	1
coordinazioni	1	1
banca	2	1
trasmettitore	2	2
ozono	2	2
anello	2	2
collaborazione	1	1
lancio	2	2
lino	1	2
limite	2	2
fornitore	2	2
esistenza	2	1
zar	2	2
tunnel	1	2
compagnia	1	1
gioielli	1	2
scritta	1	1
particolari	2	2
ufficio	2	2
ruolo	2	2
chiave	2	1
antologia	1	1
programmi	2	2
conferenza	1	1
proposito	1	2
acquee	2	1
dignità	1	1
sesso	2	2
querce	1	1
maniere	2	1
ambiente	2	2
partenariato	1	2
camere	2	1
fasti	2	2
modernismo	1	2
ammortizzatori	2	2
correlazione	2	1
onde	1	1
economie	1	1
colleghe	1	1
democrazia	1	1
sfide	2	1
maghi	2	2
regno	1	2
piede	2	2
pozzi	1	2
paradigma	1	2
matrice	1	1
atmosfera	2	1
esperimenti	2	2
fattori	2	2
corazzieri	2	2
volontario	2	2
africani	2	2
colori	2	2
fax	2	2
empireo	2	2
auspicio	2	2
insediamenti	1	2
esattezza	2	1
conoscenza	1	1
condomini	2	2
agosto	1	2
liceo	2	2
pareggio	1	2
dirigenza	1	1
monile	1	2
divisa	1	1
cilindro	2	2
gruppi	2	2
ottone	2	2
rilievo	1	2
muscolatura	2	1
desktop	1	2
testo	1	2
iniezione	2	1
appuntamento	2	2
essenzialità	2	1
muro	2	2
soppressione	1	1
miglioramenti	2	2
imposizione	1	1
obbligazioni	1	1
compiti	1	2
fedeltà	2	1
giunta	2	1
marzo	1	2
parallelo	1	2
piramidi	1	1
giornale	2	2
resto	1	2
pugni	2	2
rendimenti	2	2
colpo	2	2
promotore	2	2
camicia	1	1
introduzione	2	1
fascia	1	1
faccia	2	1
spettatori	2	2
conto	2	2
postulati	1	2
canto	2	2
errore	2	2
climi	2	2
filatura	1	1
cavi	1	2
fatturato	2	2
invasione	1	1
membrana	1	1
percento	1	2
peculato	2	2
riciclaggio	2	2
tenore	2	2
idoneità	2	1
largo	2	2
dettagli	2	2
ricezione	2	1
storico	2	2
importazioni	1	1
strumenti	2	2
provvedimento	2	2
cittadino	2	2
fuga	2	1
astista	2	2
vittima	2	1
alba	2	1
vigili	2	2
viale	2	2
gambe	1	1
vulcani	2	2
imprudenze	2	1
cause	1	1
val	2	1
accademia	2	1
rovina	1	1
movimento	2	2
finanziere	2	2
versamento	2	2
emissari	2	2
ambasciatori	2	2
sintesi	2	1
rientro	2	2
scrittrici	1	1
filosofo	2	2
entusiasmo	2	2
attentati	2	2
meccanismo	2	2
iter	2	2
segreti	2	2
proiettile	2	2
primato	1	2
grilletto	2	2
proliferazione	2	1
deterrente	2	2
esplorazione	2	1
rottami	2	2
sopravvissuta	1	1
tutori	2	2
inviato	2	2
presentimenti	2	2
tensione	1	1
guerriglieri	2	2
tribù	1	1
ricercatrice	1	1
brano	2	2
valige	2	1
deputato	2	2
pensioni	1	1
revisione	1	1
rilancio	1	2
preoccupazioni	1	1
negazione	2	1
provvedimenti	2	2
cristianesimo	1	2
nazionalismo	2	2
vulgata	2	1
rimessa	1	1
provocazione	2	1
cognome	2	2
punizioni	2	1
stronzate	1	1
compagne	1	1
imposizioni	1	1
sacco	1	2
pietra	2	1
targhe	2	1
sorriso	2	2
fiamme	1	1
reparti	2	2
sirene	1	1
progressi	2	2
fattorie	1	1
bandiera	1	1
evento	2	2
inglese	2	2
braccio	1	2
sfollati	1	2
combattimenti	2	2
patria	1	1
cattolici	2	2
candele	1	1
avversari	2	2
favola	1	1
sviluppi	2	2
strategie	1	1
ripetitore	2	2
scacchiera	1	1
rischio	1	2
nazionale	2	1
sufficienza	2	1
mostriciattolo	1	2
pietre	1	1
vetrine	2	1
bugiardo	2	2
organizzatori	2	2
spiaggia	1	1
piatti	2	2
poveri	2	2
cucine	1	1
chiusura	1	1
islamici	2	2
divertimenti	2	2
banco	2	2
migliaio	2	2
estremisti	2	2
oltranzisti	2	2
tormento	2	2
avventori	2	2
dosso	1	2
caverna	1	1
fin	1	1
rocciatori	2	2
lite	2	1
interrogatori	2	2
automobilisti	2	2
biglietto	2	2
premi	2	2
ponti	2	2
fedina	2	1
anticonformismo	2	2
fatalità	2	1
costume	1	2
breve	1	2
correttezza	2	1
commedie	2	1
screpolature	1	1
irritazioni	1	1
generazione	2	1
io	2	2
dipinti	2	2
sale	1	1
collezionisti	2	2
teosofia	1	1
dandy	2	2
topoi	2	2
erba	2	1
cespugli	1	2
situazioni	1	1
scampoli	2	2
pornografia	2	1
angustie	1	1
frammento	2	2
rivista	1	1
versi	2	2
no	2	2
cantautore	2	2
ovazioni	2	1
guardoni	2	2
tour	2	2
seni	1	2
descoverta	1	1
clitoride	1	1
supermercato	1	2
bello	2	2
teenagers	2	1
collo	2	2
spasimo	2	2
pareti	1	1
graduatoria	1	1
valico	2	2
cartacce	2	1
topi	2	2
studenti	2	2
uscio	2	2
tubo	2	2
nudi	1	2
epopea	2	1
professione	2	1
insostenibilità	1	1
roba	1	1
acciacchi	2	2
raggio	1	2
ruote	2	1
gonnella	1	1
gerarchie	1	1
ripicche	1	1
integralisti	2	2
atleti	2	2
passaggi	2	2
lineamenti	2	2
letame	2	2
verdetto	2	2
orgoglio	2	2
ostacoli	1	2
finta	1	1
sgoccioli	1	2
invettiva	2	1
sfortuna	2	1
bulgaro	2	2
fuorigioco	2	2
pallanuoto	2	1
categoria	1	1
trotto	2	2
circuito	1	2
stagioni	1	1
rimprovero	2	2
consistenza	1	1
giovamento	1	2
valanga	1	1
commando	2	2
tributo	2	2
regionalismo	2	2
sconforto	1	2
cunicolo	2	2
crolli	2	2
imbarcazioni	1	1
attimi	2	2
bambinaia	1	1
fanatici	2	2
raggiera	1	1
leggenda	2	1
torpedoni	2	2
aspettative	1	1
veridicità	2	1
alloggio	2	2
cerotti	1	2
piloti	2	2
terremoto	2	2
esponenti	2	2
rapine	2	1
razzo	2	2
tintorie	1	1
destinazioni	1	1
mogli	1	1
barbone	2	2
tagliacarte	2	2
pedinamenti	2	2
ranghi	1	2
straordinari	2	2
orifiamma	2	1
sentinella	1	1
canoni	2	2
finestra	1	1
ebano	2	2
note	1	1
manichino	2	2
vetrate	2	1
scale	1	1
cuscini	1	2
legni	2	2
vena	2	1
letti	2	2
pioli	1	2
riservatezza	2	1
scritti	2	2
partiture	2	1
fori	2	2
vendita	1	1
impasto	2	2
rivestimento	2	2
serramenti	2	2
resina	1	1
decenni	2	2
sapone	2	2
rame	2	2
smaltatura	1	1
rombo	2	2
apprendistato	2	2
meglio	2	2
respirazione	2	1
ricostituenti	1	2
lusso	2	2
solito	2	2
crema	1	1
ghiandole	1	1
fiale	1	1
stop	1	2
classico	2	2
calze	1	1
spezie	2	1
contenitori	2	2
avvenimenti	2	2
dittatore	2	2
mensile	1	2
conferma	2	1
galla	1	1
intromissioni	1	1
cattivi	2	2
sega	1	1
follia	1	1
insensatezza	2	1
brutalità	2	1
comunicati	2	2
stampati	2	2
macchine	1	1
fotocopiatrici	1	1
manifestazioni	1	1
interrogate	1	1
impiegate	1	1
suite	1	1
battello	2	2
beniamino	2	2
terapia	1	1
sollecitazioni	1	1
assunzione	2	1
apparecchiatura	2	1
pianura	1	1
viali	2	2
caposaldo	1	2
questionario	2	2
dono	1	2
guadagno	2	2
maldicenza	2	1
massime	1	1
argenteria	1	1
requisizione	1	1
conferimento	2	2
priorità	1	1
estensioni	1	1
riordinamento	1	2
ubicazione	2	1
circoscrizione	2	1
vincolo	1	2
manufatti	2	2
demolizione	2	1
recinti	2	2
trave	1	1
concime	2	2
scarpa	2	1
olmi	2	2
piantagione	1	1
inferriata	2	1
similitudine	2	1
pendio	1	2
variazione	2	1
bacini	2	2
colombi	2	2
detentore	2	2
lagune	1	1
inesistenza	2	1
accessioni	1	1
prelazione	2	1
avvenire	2	2
accidente	2	2
gregge	2	2
designazione	2	1
accessorio	2	2
amenità	2	1
colmate	1	1
elettrodotto	2	2
litri	2	2
deliberazioni	1	1
porzioni	1	1
annotazione	2	1
copia	1	1
delegatario	2	2
straniero	2	2
carcerazione	2	1
finanziamento	1	2
borse	1	1
efficacia	2	1
progressività	2	1
flagranza	2	1
decreti	1	2
grazia	2	1
amministrazioni	1	1
giurisdizioni	1	1
livelli	2	2
delega	1	1
dazi	2	2
magistrature	1	1
osservazioni	2	1
alleggerimento	2	2
approccio	2	2
rappresentatività	2	1
accumulazione	1	1
definizioni	1	1
alimentatori	2	2
gestore	2	2
fascicoli	2	2
quadriennio	2	2
acquis	1	2
république	1	1
orizzonte	2	2
sommossa	2	1
dominazione	1	1
democratici	2	2
stive	1	1
indotto	2	2
lavaggio	1	2
destituzione	1	1
rottura	1	1
guasti	2	2
liberalizzazione	1	1
malcontento	2	2
risanamento	1	2
milizie	1	1
trimestre	2	2
agevolazioni	1	1
portabandiera	2	2
complicità	2	1
retromarcia	2	1
reggimenti	2	2
aquile	1	1
fabbrichette	2	1
irregolarità	2	1
concessioni	1	1
denari	2	2
inganno	2	2
grano	1	2
meno	1	2
amministratori	2	2
contrattazione	1	1
attentatore	2	2
dio	2	2
monoposto	2	1
expo	2	2
risaia	1	1
cucina	1	1
cattività	2	1
segreterie	2	1
federalismo	2	2
latenza	2	1
pci	2	2
coronamento	2	2
patiti	1	2
borgate	1	1
anticipazioni	1	1
attici	2	2
cabaret	2	2
carnet	1	2
manipolazione	1	1
merceologie	1	1
bagagli	2	2
mondiale	1	2
giunco	1	2
acrobazie	2	1
orso	2	2
aggiornamento	2	2
confederazioni	1	1
panda	2	2
parata	1	1
macchie	1	1
anelli	2	2
monsignore	2	2
nona	2	1
tarantola	1	1
innamorata	2	1
mezzadri	2	2
schiera	2	1
diamanti	1	2
sottoalberi	1	2
parsificazione	2	1
sociologia	1	1
direttori	2	2
derby	2	2
open	2	2
conciatore	2	2
esercitazione	1	1
basilica	2	1
matematica	1	1
chitarra	2	1
spezzoni	2	2
scream	2	2
radiofrequenza	1	1
controllori	2	2
portabilità	2	1
cortine	1	1
disturbo	2	2
memorizzazione	2	1
interferenza	2	1
compressione	2	1
sonar	2	2
basamento	2	2
ottocento	2	2
imperatore	2	2
anidride	2	1
radiazione	2	1
tosse	1	1
binario	2	2
elettrificazione	2	1
videogiochi	2	2
memorandum	1	2
simulatore	2	2
strumentazioni	2	1
marinai	2	2
invio	2	2
spettrometro	2	2
ottenimento	2	2
sottoposti	2	2
lenzuola	1	1
lama	2	1
filato	1	2
decomposizione	2	1
maglieria	1	1
rayon	1	2
cellophane	2	2
viaggiatore	2	2
atterraggio	2	2
inclusione	2	1
trasbordo	1	2
importatore	2	2
integrità	2	1
prigionia	1	1
gaelico	2	2
monossido	2	2
astronauti	1	2
mezzaluna	1	1
ciprioti	2	2
cannabis	1	1
sottomarini	2	2
pesticidi	2	2
gigabyte	2	2
ceceni	2	2
croquet	2	2
miglio	2	2
banconota	1	1
cavallette	1	1
cucciolo	2	2
rum	2	2
mascelle	2	1
francobolli	1	2
buonuscita	2	1
cobra	2	2
marche	2	1
mandati	2	2
zampe	2	1
run	1	2
country	2	2
cuccioli	2	2
depressione	1	1
commodoro	2	2
effige	1	1
airbus	2	2
rateizzazione	2	1
saldi	1	2
adesivi	1	2
decesso	2	2
ipotermia	2	1
tessere	1	1
divorziati	1	2
