word	prediction	label
коня	2	2
пожар	0	2
съюз	0	2
радостта	1	1
славейче	0	0
сърца	2	0
топа	1	2
момче	2	0
учудването	1	0
благородство	1	0
равнината	1	1
времето	1	0
малини	1	1
книга	0	1
кучето	2	0
политиката	1	1
депутати	2	2
комитета	0	2
смях	0	2
интерес	1	2
противниците	1	2
законът	0	2
таблицата	1	1
изучаването	1	0
постигане	1	0
боеве	1	2
здравеопазването	2	0
ползване	1	0
население	0	0
поглед	0	2
обект	0	2
добив	1	2
инерция	1	1
повод	0	2
книжки	0	1
реплика	1	1
път	0	2
звено	2	0
кредитиране	1	0
осигуряването	1	0
ситуацията	1	1
зала	1	1
дебата	1	2
цел	0	1
майстори	2	2
въздуха	0	2
връщането	1	0
цвят	0	2
промени	1	1
осъществяването	1	0
ръководствата	1	0
състав	2	2
пистата	0	1
лекарката	1	1
стената	0	1
етап	1	2
изграждането	1	0
отдаване	1	0
герои	2	2
министър	2	2
кадри	2	2
сянката	1	1
фрагменти	0	2
ръката	0	1
филми	0	2
надежда	1	1
сърцето	1	0
ведомство	1	0
редът	2	2
престъпление	1	0
провеждане	1	0
основа	1	1
наредби	0	1
хилядолетие	1	0
призраците	2	2
учен	2	2
записки	0	1
сядане	1	0
декември	1	2
грешката	1	1
травми	1	1
преживяванията	1	0
безнадеждност	1	1
недостатък	0	2
досег	2	2
научаването	1	0
знамена	0	0
клуб	1	2
строеж	1	2
чест	0	1
сцена	0	1
цена	1	1
цифрата	0	1
членовете	2	2
вода	0	1
промяна	1	1
връстници	1	2
намирането	1	0
приемът	1	2
свят	1	2
вината	1	1
труда	1	2
охрана	1	1
фестивала	1	2
подиум	0	2
ноември	1	2
следи	0	1
митата	1	0
вида	0	2
подправяне	1	0
вечерта	2	1
еврейството	0	0
реферът	0	2
експерти	2	2
лекари	2	2
часа	1	2
времетраене	1	0
мъглата	2	1
посолствата	0	0
нападател	2	2
случай	0	2
сънародници	2	2
тайбрек	1	2
синьо	1	0
имигранти	2	2
мярката	1	1
зърно	1	0
театър	0	2
отопление	1	0
специалисти	2	2
шампанско	1	0
награда	0	1
фабрикант	2	2
сърбите	2	2
движението	1	0
парк	0	2
небето	2	0
писма	0	0
влагата	1	1
жилището	0	0
проституция	1	1
премахването	1	0
фоайето	0	0
заглавие	0	0
крадци	2	2
нивото	1	0
ракия	1	1
болестта	1	1
конгрес	0	2
величество	0	0
радост	1	1
реагиране	1	0
сделката	0	1
битка	1	1
видения	1	0
кабинетът	0	2
кредитори	1	2
патриархът	2	2
брат	2	2
полукълбо	0	0
плащане	1	0
директор	2	2
облачета	0	0
принц	2	2
конкурент	2	2
знания	1	0
политици	2	2
задачата	0	1
регистър	0	2
кандидат	2	2
стадиона	0	2
основата	0	1
уреждане	1	0
подслушването	1	0
антибиотици	1	2
зони	1	1
съпруга	1	1
прекъсване	1	0
приватизацията	1	1
дървеница	0	1
тим	2	2
партия	1	1
съмнение	1	0
турците	2	2
националът	0	2
младеж	2	2
каре	1	0
алчност	1	1
вестник	0	2
кошмар	0	2
сигнали	1	2
управлението	1	0
цирк	0	2
изключения	1	0
печелене	1	0
септември	2	2
бисер	2	2
цигари	0	1
мак	2	2
размер	0	2
запазването	1	0
прокуратура	1	1
демократите	1	2
лидер	2	2
кандидата	2	2
тираж	0	2
тара	0	1
лагерите	2	2
поделенията	1	0
