word	prediction	label
gadu	0	2
ūdens	2	2
saskarsmes	0	1
vasarā	0	1
skolotāji	2	2
gadiem	2	2
sievietei	2	1
audiem	2	2
formu	0	1
operācijas	1	1
lidmašīnu	0	1
galu	0	2
operācijā	2	1
koki	2	2
vīra	1	2
miers	2	2
grants	0	2
braucieniem	0	2
dūres	2	1
līča	2	2
līčiem	2	2
atceļā	0	2
fotogrāfija	1	1
gaisma	2	1
sniegs	0	2
kažociņš	0	2
skropstu	0	1
bārmenis	2	2
tirgū	0	2
nagu	0	2
kāju	0	1
dūmu	2	2
paneļi	0	2
tēju	2	1
nepatiku	0	1
durvis	0	1
glāzē	0	1
ķermeņus	0	2
auskars	0	2
emociju	0	1
ēnām	1	1
randiņu	0	2
kājai	2	1
caurumiem	2	2
mute	0	1
stāvs	2	2
veidā	0	2
seju	0	1
vīns	2	2
filma	1	1
plecus	1	2
darba	0	2
augumam	1	2
tirdzniecībā	2	1
graudi	2	2
bariņš	0	2
tēvu	0	2
sarunām	1	1
nāve	2	1
saulē	2	1
domu	2	1
rēķinu	1	2
lakatu	0	2
mašīnas	0	1
jūras	0	1
ķermenis	0	2
dušas	0	1
bedrītē	0	1
lūpām	2	1
laiks	0	2
vidusskolu	0	1
reizēs	1	1
nodokli	0	2
bērnudārzu	2	2
gultā	0	1
zvejas	2	1
meži	0	2
mežotnes	0	1
buru	2	1
joku	2	2
apkārtne	2	1
beigas	2	1
dambim	2	2
ielāpu	2	2
mākoņi	2	2
tūkstošiem	1	2
vārdi	0	2
grīda	0	1
verandas	0	1
apmeklējums	2	2
šķūnī	0	2
ieliņu	0	1
sapulci	0	1
navigācijai	1	1
atbildība	1	1
šķēršļi	0	2
lapa	2	1
uzraudzības	1	1
saņemšanas	1	1
emitents	2	2
pakalpojumus	2	2
elektroenerģijas	1	1
bērns	0	2
vara	2	1
spēkiem	2	2
objektiem	2	2
bibliotēkas	0	1
intereses	1	1
balli	0	1
režīmā	0	2
maiss	2	2
izmērs	1	2
latviešu	1	2
mitoloģijā	2	1
auglību	2	1
garumā	1	2
piedāvājumiem	1	2
rosme	1	1
veselības	1	1
interešu	2	1
pētnieki	0	2
reliģijas	1	1
dievam	0	2
grupā	0	1
britu	2	2
ziemas	1	1
atmiņas	0	1
iemesls	2	2
minūšu	1	1
skolās	1	1
kriminālprocess	0	2
vadītāju	2	2
kalpi	0	2
grāvī	2	2
zirgam	0	2
vadītājs	2	2
trijniekā	0	2
novads	1	2
opozīcijas	1	1
godam	0	2
meitiņu	0	1
pirmdienu	1	1
mediķi	0	2
brauktuves	0	1
orhidejas	1	1
kūlas	0	1
ģenerālprokuratūras	2	1
ķerra	0	1
nodarbinātības	1	1
galvaspilsētā	0	1
centība	2	1
zagļi	2	2
maksātāju	0	2
uzvedība	0	1
īpašumā	1	2
pozīciju	0	1
līkumā	2	2
pozīcijā	1	1
staru	2	2
eksemplāru	2	2
puikas	2	2
darbos	2	2
aizsaulē	0	1
vēstījumā	0	2
direktors	2	2
galā	0	2
celtniecību	0	1
piebūve	0	1
stabi	0	2
telpa	2	1
pienākumus	2	2
zināšanas	1	1
autoriem	2	2
sadarbība	1	1
darbību	2	1
ārstniecības	0	1
iespēja	1	1
dārzeņus	0	2
minerālvielu	2	1
platumu	2	2
bēniņos	0	2
brūces	0	1
īkšķa	0	2
locītava	1	1
situācija	1	1
noplūde	2	1
gaidās	2	1
veselumu	0	2
koncentrācijā	0	1
pulss	2	2
pārkāpumus	2	2
profesors	2	2
miljoni	2	2
salīdzinājumā	1	2
rekonstrukcijas	1	1
darbinieki	2	2
sociālistu	0	2
prezidente	2	1
argumentu	0	2
liepiņas	0	1
kilogramiem	2	2
groziem	2	2
ziemā	2	1
dzīvokļu	0	2
platība	1	1
darījumos	0	2
gļotādu	0	1
mācību	0	1
valsti	1	1
ritmā	2	2
spējas	0	1
kvalitāti	2	1
uzstādīšanu	0	1
drosme	1	1
bezvējš	1	2
patiesība	1	1
teātris	0	2
izbraukumos	1	2
dejotājas	2	1
lēmumus	2	2
saulīte	2	1
medībām	1	1
izjūtas	0	1
mūsdienu	0	1
mēru	0	2
aģentūrā	1	1
saistībā	2	1
dome	1	1
līdzekļiem	0	2
kontroli	0	1
termiņš	0	2
uztraukums	1	2
termiņu	2	2
reģioniem	2	2
konkurences	1	1
faktorus	0	2
asociācijas	0	1
datiem	2	2
lata	1	2
nafta	0	1
vēlmi	2	1
instalāciju	2	1
klientu	0	2
karšu	1	1
apsaimniekošanas	0	1
pašvaldību	0	1
apstākļi	0	2
