word	prediction	label
gadu	1	2
ūdens	2	2
saskarsmes	1	1
vasarā	2	1
skolotāji	2	2
gadiem	2	2
sievietei	2	1
audiem	2	2
formu	1	1
operācijas	1	1
lidmašīnu	2	1
galu	2	2
operācijā	2	1
koki	2	2
vīra	1	2
miers	2	2
grants	2	2
braucieniem	2	2
dūres	1	1
līča	1	2
līčiem	2	2
atceļā	2	2
fotogrāfija	1	1
gaisma	1	1
sniegs	2	2
kažociņš	2	2
skropstu	1	1
bārmenis	2	2
tirgū	2	2
nagu	2	2
kāju	2	1
dūmu	2	2
paneļi	2	2
tēju	2	1
nepatiku	1	1
durvis	1	1
glāzē	2	1
ķermeņus	2	2
auskars	2	2
emociju	2	1
ēnām	1	1
randiņu	2	2
kājai	1	1
caurumiem	2	2
mute	1	1
stāvs	2	2
veidā	1	2
seju	2	1
vīns	2	2
filma	1	1
plecus	1	2
darba	1	2
augumam	1	2
tirdzniecībā	2	1
graudi	2	2
bariņš	2	2
tēvu	2	2
sarunām	1	1
nāve	1	1
saulē	2	1
domu	2	1
rēķinu	2	2
lakatu	1	2
mašīnas	2	1
jūras	2	1
ķermenis	2	2
dušas	2	1
bedrītē	2	1
lūpām	1	1
laiks	2	2
vidusskolu	2	1
reizēs	2	1
nodokli	2	2
bērnudārzu	2	2
gultā	2	1
zvejas	2	1
meži	2	2
mežotnes	2	1
buru	1	1
joku	2	2
apkārtne	2	1
beigas	1	1
dambim	2	2
ielāpu	1	2
mākoņi	2	2
tūkstošiem	2	2
vārdi	2	2
grīda	1	1
verandas	1	1
apmeklējums	2	2
šķūnī	2	2
ieliņu	2	1
sapulci	2	1
navigācijai	2	1
atbildība	1	1
šķēršļi	2	2
lapa	2	1
uzraudzības	1	1
saņemšanas	1	1
emitents	2	2
pakalpojumus	1	2
elektroenerģijas	2	1
bērns	2	2
vara	1	1
spēkiem	2	2
objektiem	2	2
bibliotēkas	2	1
intereses	1	1
balli	2	1
režīmā	1	2
maiss	2	2
izmērs	2	2
latviešu	2	2
mitoloģijā	1	1
auglību	1	1
garumā	2	2
piedāvājumiem	1	2
rosme	1	1
veselības	1	1
interešu	2	1
pētnieki	2	2
reliģijas	1	1
dievam	2	2
grupā	2	1
britu	1	2
