word	prediction	label
motivo	2	2
spia	1	1
tramonto	0	2
materiale	2	2
chiesa	1	1
platee	2	1
parte	2	1
vacanze	1	1
tentennamenti	2	2
lenti	1	1
invidia	2	1
forma	0	1
telespettatore	2	2
dimissioni	1	1
ricchezza	0	1
escursionisti	2	2
accuse	1	1
giustizia	2	1
festival	2	2
delitti	2	2
ora	1	1
fatto	2	2
contemplazione	0	1
tornanti	2	2
sicurezza	1	1
nozze	1	1
stimolo	2	2
ritorno	2	2
pozzetto	2	2
vacanza	2	1
bambini	2	2
bar	2	2
secoli	0	2
miliardi	2	2
ceramica	0	1
colonne	2	1
vetri	2	2
frammenti	2	2
colore	1	2
zone	1	1
grassi	2	2
spina	2	1
crine	1	2
linea	1	1
frontiera	1	1
inchiostro	1	2
quadricromia	2	1
chili	2	2
lettere	2	1
lettera	2	1
buoni	1	2
origini	1	1
categorie	2	1
esalazioni	0	1
comprensorio	2	2
fusto	2	2
industrie	1	1
utilità	1	1
comune	1	2
regolamento	0	2
istituto	2	2
rinunzia	1	1
servitù	1	1
danno	2	2
laghi	2	2
dubbio	0	2
turni	2	2
deposito	2	2
disposizioni	0	1
motivi	2	2
gioventù	0	1
elettori	2	2
organizzazione	0	1
controversie	0	1
specifiche	2	1
membri	2	2
euro	2	2
funerali	2	2
costa	1	1
barche	0	1
risparmiatori	2	2
tutela	0	1
sigarette	0	1
summit	2	2
trasporto	0	2
pericolo	2	2
ambasciata	2	1
gestori	2	2
manifestazione	2	1
risultato	2	2
offerta	2	1
servizio	1	2
isola	2	1
girandola	1	1
coordinazioni	1	1
banca	2	1
trasmettitore	2	2
ozono	2	2
anello	2	2
collaborazione	2	1
lancio	0	2
lino	1	2
limite	2	2
fornitore	2	2
esistenza	0	1
zar	2	2
tunnel	2	2
compagnia	1	1
gioielli	2	2
scritta	2	1
particolari	2	2
ufficio	2	2
ruolo	1	2
chiave	2	1
antologia	1	1
programmi	2	2
conferenza	1	1
proposito	2	2
acquee	2	1
dignità	1	1
sesso	2	2
querce	1	1
maniere	1	1
ambiente	2	2
partenariato	2	2
camere	2	1
fasti	2	2
modernismo	2	2
ammortizzatori	2	2
correlazione	1	1
onde	2	1
economie	1	1
colleghe	1	1
democrazia	2	1
sfide	2	1
maghi	2	2
regno	0	2
piede	2	2
pozzi	1	2
paradigma	2	2
matrice	1	1
atmosfera	0	1
esperimenti	2	2
fattori	2	2
corazzieri	2	2
volontario	2	2
africani	2	2
colori	2	2
fax	2	2
empireo	2	2
auspicio	2	2
insediamenti	2	2
esattezza	1	1
conoscenza	0	1
condomini	2	2
agosto	0	2
liceo	1	2
pareggio	2	2
dirigenza	1	1
monile	2	2
divisa	2	1
cilindro	2	2
gruppi	2	2
ottone	2	2
rilievo	2	2
muscolatura	1	1
desktop	2	2
testo	2	2
iniezione	2	1
appuntamento	2	2
essenzialità	1	1
muro	2	2
soppressione	0	1
miglioramenti	2	2
imposizione	0	1
obbligazioni	1	1
compiti	1	2
fedeltà	2	1
giunta	1	1
marzo	2	2
parallelo	1	2
piramidi	1	1
giornale	2	2
resto	2	2
pugni	2	2
rendimenti	0	2
colpo	2	2
promotore	2	2
camicia	1	1
introduzione	1	1
fascia	1	1
faccia	2	1
spettatori	2	2
conto	2	2
postulati	2	2
canto	1	2
errore	0	2
climi	1	2
filatura	1	1
cavi	2	2
fatturato	2	2
invasione	0	1
membrana	1	1
percento	2	2
peculato	1	2
riciclaggio	0	2
tenore	2	2
idoneità	1	1
largo	1	2
dettagli	2	2
ricezione	0	1
storico	1	2
importazioni	1	1
strumenti	2	2
provvedimento	0	2
cittadino	2	2
fuga	1	1
astista	2	2
vittima	1	1
alba	1	1
vigili	2	2
viale	1	2
gambe	1	1
vulcani	2	2
imprudenze	1	1
cause	1	1
val	2	1
accademia	1	1
rovina	0	1
movimento	2	2
finanziere	2	2
versamento	0	2
emissari	2	2
ambasciatori	2	2
sintesi	2	1
rientro	2	2
scrittrici	1	1
filosofo	2	2
entusiasmo	2	2
attentati	2	2
meccanismo	2	2
iter	2	2
segreti	2	2
proiettile	2	2
primato	0	2
grilletto	2	2
proliferazione	0	1
deterrente	2	2
esplorazione	0	1
rottami	2	2
sopravvissuta	1	1
tutori	2	2
inviato	2	2
presentimenti	1	2
tensione	1	1
guerriglieri	2	2
tribù	1	1
ricercatrice	1	1
brano	1	2
valige	2	1
deputato	2	2
pensioni	1	1
revisione	1	1
rilancio	2	2
preoccupazioni	1	1
negazione	1	1
provvedimenti	2	2
cristianesimo	0	2
nazionalismo	2	2
vulgata	2	1
rimessa	0	1
provocazione	1	1
cognome	0	2
punizioni	0	1
stronzate	2	1
compagne	1	1
imposizioni	1	1
sacco	1	2
pietra	2	1
targhe	2	1
sorriso	1	2
fiamme	0	1
reparti	2	2
sirene	1	1
progressi	2	2
fattorie	1	1
bandiera	2	1
evento	2	2
inglese	2	2
braccio	2	2
sfollati	2	2
combattimenti	2	2
patria	1	1
cattolici	2	2
candele	0	1
avversari	2	2
favola	1	1
sviluppi	2	2
strategie	1	1
ripetitore	2	2
scacchiera	2	1
rischio	1	2
nazionale	1	1
sufficienza	1	1
mostriciattolo	2	2
pietre	2	1
vetrine	2	1
bugiardo	2	2
organizzatori	2	2
spiaggia	2	1
piatti	2	2
poveri	0	2
cucine	2	1
chiusura	0	1
islamici	2	2
divertimenti	2	2
banco	2	2
migliaio	2	2
estremisti	2	2
oltranzisti	2	2
tormento	1	2
avventori	2	2
dosso	1	2
caverna	2	1
fin	0	1
rocciatori	2	2
lite	2	1
interrogatori	2	2
automobilisti	2	2
biglietto	2	2
premi	2	2
ponti	1	2
fedina	2	1
anticonformismo	1	2
fatalità	1	1
costume	1	2
breve	2	2
correttezza	1	1
commedie	1	1
screpolature	1	1
irritazioni	1	1
generazione	1	1
io	2	2
dipinti	2	2
sale	2	1
collezionisti	2	2
teosofia	1	1
dandy	2	2
topoi	2	2
erba	1	1
cespugli	0	2
situazioni	1	1
scampoli	1	2
pornografia	2	1
angustie	1	1
frammento	1	2
rivista	1	1
versi	2	2
no	1	2
cantautore	2	2
ovazioni	1	1
guardoni	2	2
tour	2	2
seni	1	2
descoverta	2	1
clitoride	1	1
supermercato	2	2
bello	2	2
teenagers	2	1
collo	1	2
spasimo	1	2
pareti	1	1
graduatoria	1	1
valico	2	2
cartacce	2	1
topi	1	2
studenti	2	2
uscio	2	2
tubo	1	2
nudi	2	2
epopea	1	1
professione	1	1
insostenibilità	0	1
roba	1	1
acciacchi	2	2
raggio	2	2
ruote	1	1
gonnella	1	1
gerarchie	1	1
ripicche	1	1
integralisti	2	2
atleti	2	2
passaggi	2	2
lineamenti	2	2
letame	0	2
verdetto	2	2
orgoglio	1	2
ostacoli	2	2
finta	1	1
sgoccioli	1	2
invettiva	2	1
sfortuna	2	1
bulgaro	2	2
fuorigioco	2	2
pallanuoto	2	1
categoria	2	1
trotto	2	2
circuito	2	2
stagioni	1	1
rimprovero	0	2
consistenza	1	1
giovamento	0	2
valanga	2	1
commando	2	2
tributo	2	2
regionalismo	1	2
sconforto	0	2
cunicolo	0	2
crolli	2	2
imbarcazioni	2	1
attimi	2	2
bambinaia	1	1
fanatici	2	2
raggiera	0	1
leggenda	1	1
torpedoni	2	2
aspettative	1	1
veridicità	1	1
alloggio	2	2
cerotti	1	2
piloti	2	2
terremoto	2	2
esponenti	2	2
rapine	2	1
razzo	2	2
tintorie	1	1
destinazioni	1	1
mogli	1	1
barbone	2	2
tagliacarte	2	2
pedinamenti	2	2
ranghi	2	2
straordinari	0	2
orifiamma	2	1
sentinella	1	1
canoni	2	2
finestra	2	1
ebano	2	2
note	1	1
manichino	2	2
vetrate	2	1
scale	2	1
cuscini	1	2
