word	prediction	label
apă	1	1
măgurii	1	1
undița	1	1
oaia	1	1
morii	2	1
ochiul	2	2
munți	2	2
ceriului	2	2
soțul	2	2
ținerea	1	1
trup	2	2
poruncile	2	1
corabii	2	2
uricul	2	2
sara	1	1
moarte	2	1
asin	2	2
evanghelie	2	1
lauda	2	1
fătul	2	2
rodul	2	2
împăratului	1	2
nunta	1	1
banul	2	2
știutori	2	2
veșmintelor	1	1
găină	2	1
casele	1	1
cimbrul	2	2
zilele	1	1
găina	2	1
sfărșitul	2	2
sfîrșit	2	2
apus	2	2
slavă	1	1
potop	2	2
giudețul	2	2
talant	2	2
îngerilor	2	2
preț	2	2
testament	2	2
iuda	2	2
sfîrșitul	2	2
nazarineanul	2	2
sînge	2	2
trestie	2	1
iisus	2	2
păzitori	2	2
frică	1	1
predoslovia	2	1
cărții	2	1
împărăției	2	1
peri	2	2
învățătură	1	1
stricăciunea	1	1
podul	2	2
fiii	2	2
mijloc	2	2
sora	1	1
taina	2	1
frigare	1	1
vară	1	1
jocul	2	2
dată	1	1
copii	2	1
față	1	1
coțofană	1	1
jalea	2	1
grajd	2	2
venit	2	2
stelelor	2	1
cununie	2	1
frunză	2	1
oră	2	1
frate	2	2
mireasă	1	1
praguri	2	1
viorele	2	1
cetina	2	1
fetele	2	1
mireasma	2	1
colac	2	2
floricica	1	1
oglindă	1	1
noră	1	1
clocotici	2	2
oală	2	1
căsuță	1	1
răcoare	2	1
mohor	2	2
negură	1	1
dimineață	2	1
tipografie	2	1
milostivire	1	1
feciorul	2	2
crailor	2	2
psalm	2	2
idoli	2	2
arma	1	1
hramul	1	2
izvorul	2	2
dar	2	2
făgăduința	1	1
îndemnarea	1	1
ai	2	2
somn	2	2
pământul	2	2
porumb	2	2
săvîrșirea	2	1
slovă	1	1
dragoste	2	1
ulițelor	1	1
cîștiga	2	1
porcilor	2	2
bube	1	1
vînturile	1	1
dos	1	2
sabie	2	1
lupilor	2	2
ureache	2	1
născuți	2	2
cenușă	2	1
groapă	1	1
marginea	2	1
holda	1	1
măsuri	1	1
lume	1	1
strajă	2	1
orbu	2	2
porțile	2	1
corturi	2	1
gânduri	2	1
miez	2	2
mână	2	1
de	1	2
cuțit	2	2
